,datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable,timedate,Hour,Day,Month,Year
61711,8/22/2016 7:00,8/22/2016 3:00,Hydro,320.8,0,TRUE,8/22/2016 3:00,3,22,8,2016
61713,8/22/2016 7:00,8/22/2016 3:00,Wind,873.2,0.01,TRUE,8/22/2016 3:00,3,22,8,2016
61717,8/22/2016 7:00,8/22/2016 3:00,Other Renewables,606.5,0.01,TRUE,8/22/2016 3:00,3,22,8,2016
61718,8/22/2016 7:00,8/22/2016 3:00,Solar,2,0,TRUE,8/22/2016 3:00,3,22,8,2016
61721,8/22/2016 8:00,8/22/2016 4:00,Hydro,318.7,0,TRUE,8/22/2016 4:00,4,22,8,2016
61725,8/22/2016 8:00,8/22/2016 4:00,Other Renewables,611.6,0.01,TRUE,8/22/2016 4:00,4,22,8,2016
61726,8/22/2016 8:00,8/22/2016 4:00,Solar,2,0,TRUE,8/22/2016 4:00,4,22,8,2016
61728,8/22/2016 8:00,8/22/2016 4:00,Wind,748.3,0.01,TRUE,8/22/2016 4:00,4,22,8,2016
61732,8/22/2016 9:00,8/22/2016 5:00,Hydro,321.9,0,TRUE,8/22/2016 5:00,5,22,8,2016
61736,8/22/2016 9:00,8/22/2016 5:00,Wind,670.7,0.01,TRUE,8/22/2016 5:00,5,22,8,2016
61739,8/22/2016 9:00,8/22/2016 5:00,Other Renewables,615.2,0.01,TRUE,8/22/2016 5:00,5,22,8,2016
61740,8/22/2016 9:00,8/22/2016 5:00,Solar,2,0,TRUE,8/22/2016 5:00,5,22,8,2016
61743,8/22/2016 10:00,8/22/2016 6:00,Hydro,400.5,0,TRUE,8/22/2016 6:00,6,22,8,2016
61747,8/22/2016 10:00,8/22/2016 6:00,Other Renewables,613.5,0.01,TRUE,8/22/2016 6:00,6,22,8,2016
61748,8/22/2016 10:00,8/22/2016 6:00,Solar,2,0,TRUE,8/22/2016 6:00,6,22,8,2016
61750,8/22/2016 10:00,8/22/2016 6:00,Wind,593.9,0.01,TRUE,8/22/2016 6:00,6,22,8,2016
61754,8/22/2016 11:00,8/22/2016 7:00,Hydro,526.5,0.01,TRUE,8/22/2016 7:00,7,22,8,2016
61758,8/22/2016 11:00,8/22/2016 7:00,Wind,554.3,0.01,TRUE,8/22/2016 7:00,7,22,8,2016
61761,8/22/2016 11:00,8/22/2016 7:00,Other Renewables,608.3,0.01,TRUE,8/22/2016 7:00,7,22,8,2016
61762,8/22/2016 11:00,8/22/2016 7:00,Solar,19.6,0,TRUE,8/22/2016 7:00,7,22,8,2016
61765,8/22/2016 12:00,8/22/2016 8:00,Hydro,528.7,0.01,TRUE,8/22/2016 8:00,8,22,8,2016
61769,8/22/2016 12:00,8/22/2016 8:00,Other Renewables,589.4,0,TRUE,8/22/2016 8:00,8,22,8,2016
61770,8/22/2016 12:00,8/22/2016 8:00,Solar,163.6,0,TRUE,8/22/2016 8:00,8,22,8,2016
61772,8/22/2016 12:00,8/22/2016 8:00,Wind,390.7,0,TRUE,8/22/2016 8:00,8,22,8,2016
61776,8/22/2016 13:00,8/22/2016 9:00,Hydro,521.2,0.01,TRUE,8/22/2016 9:00,9,22,8,2016
61780,8/22/2016 13:00,8/22/2016 9:00,Other Renewables,572.6,0,TRUE,8/22/2016 9:00,9,22,8,2016
61781,8/22/2016 13:00,8/22/2016 9:00,Solar,265.2,0,TRUE,8/22/2016 9:00,9,22,8,2016
61783,8/22/2016 13:00,8/22/2016 9:00,Wind,351.4,0,TRUE,8/22/2016 9:00,9,22,8,2016
61787,8/22/2016 14:00,8/22/2016 10:00,Hydro,542.7,0.01,TRUE,8/22/2016 10:00,10,22,8,2016
61791,8/22/2016 14:00,8/22/2016 10:00,Other Renewables,570.7,0,TRUE,8/22/2016 10:00,10,22,8,2016
61792,8/22/2016 14:00,8/22/2016 10:00,Solar,296,0,TRUE,8/22/2016 10:00,10,22,8,2016
61794,8/22/2016 14:00,8/22/2016 10:00,Wind,321.3,0,TRUE,8/22/2016 10:00,10,22,8,2016
61798,8/22/2016 15:00,8/22/2016 11:00,Hydro,805.7,0.01,TRUE,8/22/2016 11:00,11,22,8,2016
61802,8/22/2016 15:00,8/22/2016 11:00,Other Renewables,590.4,0,TRUE,8/22/2016 11:00,11,22,8,2016
61803,8/22/2016 15:00,8/22/2016 11:00,Solar,326.7,0,TRUE,8/22/2016 11:00,11,22,8,2016
61805,8/22/2016 15:00,8/22/2016 11:00,Wind,374.1,0,TRUE,8/22/2016 11:00,11,22,8,2016
61809,8/22/2016 16:00,8/22/2016 12:00,Hydro,1894.5,0.02,TRUE,8/22/2016 12:00,12,22,8,2016
61814,8/22/2016 16:00,8/22/2016 12:00,Other Renewables,586.9,0,TRUE,8/22/2016 12:00,12,22,8,2016
61815,8/22/2016 16:00,8/22/2016 12:00,Solar,332.3,0,TRUE,8/22/2016 12:00,12,22,8,2016
61817,8/22/2016 16:00,8/22/2016 12:00,Wind,423.1,0,TRUE,8/22/2016 12:00,12,22,8,2016
61820,8/22/2016 17:00,8/22/2016 13:00,Hydro,4135.1,0.04,TRUE,8/22/2016 13:00,13,22,8,2016
61824,8/22/2016 17:00,8/22/2016 13:00,Other Renewables,576.6,0,TRUE,8/22/2016 13:00,13,22,8,2016
61825,8/22/2016 17:00,8/22/2016 13:00,Solar,334.7,0,TRUE,8/22/2016 13:00,13,22,8,2016
61827,8/22/2016 17:00,8/22/2016 13:00,Wind,468.1,0,TRUE,8/22/2016 13:00,13,22,8,2016
61832,8/22/2016 18:00,8/22/2016 14:00,Hydro,4157.4,0.04,TRUE,8/22/2016 14:00,14,22,8,2016
61834,8/22/2016 18:00,8/22/2016 14:00,Other Renewables,561.9,0,TRUE,8/22/2016 14:00,14,22,8,2016
61836,8/22/2016 18:00,8/22/2016 14:00,Solar,304.2,0,TRUE,8/22/2016 14:00,14,22,8,2016
61838,8/22/2016 18:00,8/22/2016 14:00,Wind,465.8,0,TRUE,8/22/2016 14:00,14,22,8,2016
61840,8/22/2016 19:00,8/22/2016 15:00,Hydro,4821.9,0.04,TRUE,8/22/2016 15:00,15,22,8,2016
61847,8/22/2016 19:00,8/22/2016 15:00,Other Renewables,579.5,0,TRUE,8/22/2016 15:00,15,22,8,2016
61848,8/22/2016 19:00,8/22/2016 15:00,Solar,306.1,0,TRUE,8/22/2016 15:00,15,22,8,2016
61850,8/22/2016 19:00,8/22/2016 15:00,Wind,454.1,0,TRUE,8/22/2016 15:00,15,22,8,2016
61853,8/22/2016 20:00,8/22/2016 16:00,Hydro,4821.6,0.04,TRUE,8/22/2016 16:00,16,22,8,2016
61857,8/22/2016 20:00,8/22/2016 16:00,Other Renewables,594,0,TRUE,8/22/2016 16:00,16,22,8,2016
61858,8/22/2016 20:00,8/22/2016 16:00,Solar,270.4,0,TRUE,8/22/2016 16:00,16,22,8,2016
61860,8/22/2016 20:00,8/22/2016 16:00,Wind,383.8,0,TRUE,8/22/2016 16:00,16,22,8,2016
61865,8/22/2016 21:00,8/22/2016 17:00,Hydro,4930.7,0.04,TRUE,8/22/2016 17:00,17,22,8,2016
61869,8/22/2016 21:00,8/22/2016 17:00,Other Renewables,625,0,TRUE,8/22/2016 17:00,17,22,8,2016
61870,8/22/2016 21:00,8/22/2016 17:00,Solar,215.9,0,TRUE,8/22/2016 17:00,17,22,8,2016
61872,8/22/2016 21:00,8/22/2016 17:00,Wind,404.9,0,TRUE,8/22/2016 17:00,17,22,8,2016
61875,8/22/2016 22:00,8/22/2016 18:00,Hydro,3526.1,0.03,TRUE,8/22/2016 18:00,18,22,8,2016
61880,8/22/2016 22:00,8/22/2016 18:00,Other Renewables,665.1,0,TRUE,8/22/2016 18:00,18,22,8,2016
61881,8/22/2016 22:00,8/22/2016 18:00,Solar,106.5,0,TRUE,8/22/2016 18:00,18,22,8,2016
61883,8/22/2016 22:00,8/22/2016 18:00,Wind,328.6,0,TRUE,8/22/2016 18:00,18,22,8,2016
61885,8/22/2016 23:00,8/22/2016 19:00,Hydro,2165.5,0.02,TRUE,8/22/2016 19:00,19,22,8,2016
61890,8/22/2016 23:00,8/22/2016 19:00,Other Renewables,654.3,0,TRUE,8/22/2016 19:00,19,22,8,2016
61891,8/22/2016 23:00,8/22/2016 19:00,Solar,9.3,0,TRUE,8/22/2016 19:00,19,22,8,2016
61893,8/22/2016 23:00,8/22/2016 19:00,Wind,210.3,0,TRUE,8/22/2016 19:00,19,22,8,2016
61897,8/23/2016 0:00,8/22/2016 20:00,Hydro,1125.6,0.01,TRUE,8/22/2016 20:00,20,22,8,2016
61902,8/23/2016 0:00,8/22/2016 20:00,Other Renewables,655.7,0,TRUE,8/22/2016 20:00,20,22,8,2016
61903,8/23/2016 0:00,8/22/2016 20:00,Solar,6.3,0,TRUE,8/22/2016 20:00,20,22,8,2016
61905,8/23/2016 0:00,8/22/2016 20:00,Wind,233.7,0,TRUE,8/22/2016 20:00,20,22,8,2016
61908,8/23/2016 1:00,8/22/2016 21:00,Hydro,460.5,0,TRUE,8/22/2016 21:00,21,22,8,2016
61913,8/23/2016 1:00,8/22/2016 21:00,Other Renewables,641.4,0,TRUE,8/22/2016 21:00,21,22,8,2016
61914,8/23/2016 1:00,8/22/2016 21:00,Solar,6.2,0,TRUE,8/22/2016 21:00,21,22,8,2016
61916,8/23/2016 1:00,8/22/2016 21:00,Wind,304.8,0,TRUE,8/22/2016 21:00,21,22,8,2016
61919,8/23/2016 2:00,8/22/2016 22:00,Hydro,464.8,0,TRUE,8/22/2016 22:00,22,22,8,2016
61924,8/23/2016 2:00,8/22/2016 22:00,Other Renewables,660.3,0.01,TRUE,8/22/2016 22:00,22,22,8,2016
61925,8/23/2016 2:00,8/22/2016 22:00,Solar,6.4,0,TRUE,8/22/2016 22:00,22,22,8,2016
61927,8/23/2016 2:00,8/22/2016 22:00,Wind,475,0,TRUE,8/22/2016 22:00,22,22,8,2016
61929,8/23/2016 3:00,8/22/2016 23:00,Hydro,354.9,0,TRUE,8/22/2016 23:00,23,22,8,2016
61934,8/23/2016 3:00,8/22/2016 23:00,Other Renewables,654,0.01,TRUE,8/22/2016 23:00,23,22,8,2016
61935,8/23/2016 3:00,8/22/2016 23:00,Solar,6.4,0,TRUE,8/22/2016 23:00,23,22,8,2016
61937,8/23/2016 3:00,8/22/2016 23:00,Wind,850.3,0.01,TRUE,8/22/2016 23:00,23,22,8,2016
61941,8/23/2016 4:00,8/23/2016 0:00,Hydro,351.3,0,TRUE,8/23/2016 0:00,0,23,8,2016
61946,8/23/2016 4:00,8/23/2016 0:00,Other Renewables,623.1,0.01,TRUE,8/23/2016 0:00,0,23,8,2016
61947,8/23/2016 4:00,8/23/2016 0:00,Solar,6.4,0,TRUE,8/23/2016 0:00,0,23,8,2016
61949,8/23/2016 4:00,8/23/2016 0:00,Wind,1194.4,0.01,TRUE,8/23/2016 0:00,0,23,8,2016
61951,8/23/2016 5:00,8/23/2016 1:00,Hydro,349.8,0,TRUE,8/23/2016 1:00,1,23,8,2016
61956,8/23/2016 5:00,8/23/2016 1:00,Other Renewables,633,0.01,TRUE,8/23/2016 1:00,1,23,8,2016
61957,8/23/2016 5:00,8/23/2016 1:00,Solar,6.4,0,TRUE,8/23/2016 1:00,1,23,8,2016
61959,8/23/2016 5:00,8/23/2016 1:00,Wind,1307.2,0.02,TRUE,8/23/2016 1:00,1,23,8,2016
61962,8/23/2016 6:00,8/23/2016 2:00,Hydro,350.2,0,TRUE,8/23/2016 2:00,2,23,8,2016
61967,8/23/2016 6:00,8/23/2016 2:00,Other Renewables,638.1,0.01,TRUE,8/23/2016 2:00,2,23,8,2016
61968,8/23/2016 6:00,8/23/2016 2:00,Solar,6.4,0,TRUE,8/23/2016 2:00,2,23,8,2016
61970,8/23/2016 6:00,8/23/2016 2:00,Wind,879.6,0.01,TRUE,8/23/2016 2:00,2,23,8,2016
61974,8/23/2016 7:00,8/23/2016 3:00,Hydro,349.3,0,TRUE,8/23/2016 3:00,3,23,8,2016
61977,8/23/2016 7:00,8/23/2016 3:00,Other Renewables,635.3,0.01,TRUE,8/23/2016 3:00,3,23,8,2016
61979,8/23/2016 7:00,8/23/2016 3:00,Solar,6.4,0,TRUE,8/23/2016 3:00,3,23,8,2016
61981,8/23/2016 7:00,8/23/2016 3:00,Wind,689.7,0.01,TRUE,8/23/2016 3:00,3,23,8,2016
61983,8/23/2016 8:00,8/23/2016 4:00,Hydro,347.8,0,TRUE,8/23/2016 4:00,4,23,8,2016
61988,8/23/2016 8:00,8/23/2016 4:00,Wind,903.7,0.01,TRUE,8/23/2016 4:00,4,23,8,2016
61990,8/23/2016 8:00,8/23/2016 4:00,Other Renewables,637.1,0.01,TRUE,8/23/2016 4:00,4,23,8,2016
61991,8/23/2016 8:00,8/23/2016 4:00,Solar,6.4,0,TRUE,8/23/2016 4:00,4,23,8,2016
61996,8/23/2016 9:00,8/23/2016 5:00,Hydro,348.2,0,TRUE,8/23/2016 5:00,5,23,8,2016
62000,8/23/2016 9:00,8/23/2016 5:00,Other Renewables,640.2,0.01,TRUE,8/23/2016 5:00,5,23,8,2016
62001,8/23/2016 9:00,8/23/2016 5:00,Solar,6.4,0,TRUE,8/23/2016 5:00,5,23,8,2016
62003,8/23/2016 9:00,8/23/2016 5:00,Wind,887.7,0.01,TRUE,8/23/2016 5:00,5,23,8,2016
62008,8/23/2016 10:00,8/23/2016 6:00,Hydro,401.2,0,TRUE,8/23/2016 6:00,6,23,8,2016
62010,8/23/2016 10:00,8/23/2016 6:00,Wind,831.7,0.01,TRUE,8/23/2016 6:00,6,23,8,2016
62012,8/23/2016 10:00,8/23/2016 6:00,Other Renewables,637.6,0.01,TRUE,8/23/2016 6:00,6,23,8,2016
62013,8/23/2016 10:00,8/23/2016 6:00,Solar,6.4,0,TRUE,8/23/2016 6:00,6,23,8,2016
62019,8/23/2016 11:00,8/23/2016 7:00,Hydro,404.8,0,TRUE,8/23/2016 7:00,7,23,8,2016
62021,8/23/2016 11:00,8/23/2016 7:00,Wind,956.7,0.01,TRUE,8/23/2016 7:00,7,23,8,2016
62023,8/23/2016 11:00,8/23/2016 7:00,Other Renewables,650.7,0.01,TRUE,8/23/2016 7:00,7,23,8,2016
62024,8/23/2016 11:00,8/23/2016 7:00,Solar,17.4,0,TRUE,8/23/2016 7:00,7,23,8,2016
62029,8/23/2016 12:00,8/23/2016 8:00,Hydro,451.2,0.01,TRUE,8/23/2016 8:00,8,23,8,2016
62033,8/23/2016 12:00,8/23/2016 8:00,Other Renewables,648.7,0.01,TRUE,8/23/2016 8:00,8,23,8,2016
62034,8/23/2016 12:00,8/23/2016 8:00,Solar,173.8,0,TRUE,8/23/2016 8:00,8,23,8,2016
62036,8/23/2016 12:00,8/23/2016 8:00,Wind,1146.2,0.01,TRUE,8/23/2016 8:00,8,23,8,2016
62041,8/23/2016 13:00,8/23/2016 9:00,Hydro,439.3,0,TRUE,8/23/2016 9:00,9,23,8,2016
62043,8/23/2016 13:00,8/23/2016 9:00,Wind,518.9,0.01,TRUE,8/23/2016 9:00,9,23,8,2016
62047,8/23/2016 13:00,8/23/2016 9:00,Other Renewables,672.9,0.01,TRUE,8/23/2016 9:00,9,23,8,2016
62048,8/23/2016 13:00,8/23/2016 9:00,Solar,265.9,0,TRUE,8/23/2016 9:00,9,23,8,2016
62051,8/23/2016 14:00,8/23/2016 10:00,Hydro,399.7,0,TRUE,8/23/2016 10:00,10,23,8,2016
62054,8/23/2016 14:00,8/23/2016 10:00,Other Renewables,700,0.01,TRUE,8/23/2016 10:00,10,23,8,2016
62055,8/23/2016 14:00,8/23/2016 10:00,Solar,297.9,0,TRUE,8/23/2016 10:00,10,23,8,2016
62057,8/23/2016 14:00,8/23/2016 10:00,Wind,337.2,0,TRUE,8/23/2016 10:00,10,23,8,2016
62063,8/23/2016 15:00,8/23/2016 11:00,Hydro,722.2,0.01,TRUE,8/23/2016 11:00,11,23,8,2016
62066,8/23/2016 15:00,8/23/2016 11:00,Other Renewables,699,0,TRUE,8/23/2016 11:00,11,23,8,2016
62067,8/23/2016 15:00,8/23/2016 11:00,Solar,304.2,0,TRUE,8/23/2016 11:00,11,23,8,2016
62069,8/23/2016 15:00,8/23/2016 11:00,Wind,601.4,0.01,TRUE,8/23/2016 11:00,11,23,8,2016
62073,8/23/2016 16:00,8/23/2016 12:00,Hydro,1186.7,0.01,TRUE,8/23/2016 12:00,12,23,8,2016
62077,8/23/2016 16:00,8/23/2016 12:00,Other Renewables,711.2,0,TRUE,8/23/2016 12:00,12,23,8,2016
62078,8/23/2016 16:00,8/23/2016 12:00,Solar,275.5,0,TRUE,8/23/2016 12:00,12,23,8,2016
62080,8/23/2016 16:00,8/23/2016 12:00,Wind,1111.2,0.01,TRUE,8/23/2016 12:00,12,23,8,2016
62082,8/23/2016 17:00,8/23/2016 13:00,Hydro,2571,0.02,TRUE,8/23/2016 13:00,13,23,8,2016
62087,8/23/2016 17:00,8/23/2016 13:00,Wind,1103,0.01,TRUE,8/23/2016 13:00,13,23,8,2016
62089,8/23/2016 17:00,8/23/2016 13:00,Other Renewables,702.6,0,TRUE,8/23/2016 13:00,13,23,8,2016
62090,8/23/2016 17:00,8/23/2016 13:00,Solar,270.9,0,TRUE,8/23/2016 13:00,13,23,8,2016
62095,8/23/2016 18:00,8/23/2016 14:00,Hydro,4456,0.04,TRUE,8/23/2016 14:00,14,23,8,2016
62100,8/23/2016 18:00,8/23/2016 14:00,Other Renewables,692.2,0,TRUE,8/23/2016 14:00,14,23,8,2016
62101,8/23/2016 18:00,8/23/2016 14:00,Solar,300.7,0,TRUE,8/23/2016 14:00,14,23,8,2016
62103,8/23/2016 18:00,8/23/2016 14:00,Wind,1080.5,0.01,TRUE,8/23/2016 14:00,14,23,8,2016
62106,8/23/2016 19:00,8/23/2016 15:00,Hydro,4653.1,0.04,TRUE,8/23/2016 15:00,15,23,8,2016
62109,8/23/2016 19:00,8/23/2016 15:00,Wind,1224,0.01,TRUE,8/23/2016 15:00,15,23,8,2016
62111,8/23/2016 19:00,8/23/2016 15:00,Other Renewables,686.2,0,TRUE,8/23/2016 15:00,15,23,8,2016
62112,8/23/2016 19:00,8/23/2016 15:00,Solar,285.5,0,TRUE,8/23/2016 15:00,15,23,8,2016
62118,8/23/2016 20:00,8/23/2016 16:00,Hydro,5407.5,0.05,TRUE,8/23/2016 16:00,16,23,8,2016
62120,8/23/2016 20:00,8/23/2016 16:00,Wind,1298.5,0.01,TRUE,8/23/2016 16:00,16,23,8,2016
62122,8/23/2016 20:00,8/23/2016 16:00,Other Renewables,698.3,0,TRUE,8/23/2016 16:00,16,23,8,2016
62123,8/23/2016 20:00,8/23/2016 16:00,Solar,219.7,0,TRUE,8/23/2016 16:00,16,23,8,2016
62128,8/23/2016 21:00,8/23/2016 17:00,Hydro,5055.9,0.04,TRUE,8/23/2016 17:00,17,23,8,2016
62132,8/23/2016 21:00,8/23/2016 17:00,Other Renewables,699.9,0,TRUE,8/23/2016 17:00,17,23,8,2016
62133,8/23/2016 21:00,8/23/2016 17:00,Solar,159,0,TRUE,8/23/2016 17:00,17,23,8,2016
62135,8/23/2016 21:00,8/23/2016 17:00,Wind,1222.4,0.01,TRUE,8/23/2016 17:00,17,23,8,2016
62140,8/23/2016 22:00,8/23/2016 18:00,Hydro,3503.7,0.03,TRUE,8/23/2016 18:00,18,23,8,2016
62142,8/23/2016 22:00,8/23/2016 18:00,Wind,998.1,0.01,TRUE,8/23/2016 18:00,18,23,8,2016
62144,8/23/2016 22:00,8/23/2016 18:00,Other Renewables,719.3,0,TRUE,8/23/2016 18:00,18,23,8,2016
62145,8/23/2016 22:00,8/23/2016 18:00,Solar,88.2,0,TRUE,8/23/2016 18:00,18,23,8,2016
62150,8/23/2016 23:00,8/23/2016 19:00,Hydro,1959.8,0.02,TRUE,8/23/2016 19:00,19,23,8,2016
62154,8/23/2016 23:00,8/23/2016 19:00,Other Renewables,722.5,0,TRUE,8/23/2016 19:00,19,23,8,2016
62155,8/23/2016 23:00,8/23/2016 19:00,Solar,11.6,0,TRUE,8/23/2016 19:00,19,23,8,2016
62157,8/23/2016 23:00,8/23/2016 19:00,Wind,823.4,0.01,TRUE,8/23/2016 19:00,19,23,8,2016
62161,8/24/2016 0:00,8/23/2016 20:00,Hydro,570.6,0.01,TRUE,8/23/2016 20:00,20,23,8,2016
62165,8/24/2016 0:00,8/23/2016 20:00,Other Renewables,667.5,0,TRUE,8/23/2016 20:00,20,23,8,2016
62166,8/24/2016 0:00,8/23/2016 20:00,Solar,5.8,0,TRUE,8/23/2016 20:00,20,23,8,2016
62168,8/24/2016 0:00,8/23/2016 20:00,Wind,982.9,0.01,TRUE,8/23/2016 20:00,20,23,8,2016
62172,8/24/2016 1:00,8/23/2016 21:00,Hydro,565.2,0.01,TRUE,8/23/2016 21:00,21,23,8,2016
62176,8/24/2016 1:00,8/23/2016 21:00,Other Renewables,648.5,0,TRUE,8/23/2016 21:00,21,23,8,2016
62177,8/24/2016 1:00,8/23/2016 21:00,Solar,5.8,0,TRUE,8/23/2016 21:00,21,23,8,2016
62179,8/24/2016 1:00,8/23/2016 21:00,Wind,1359.5,0.01,TRUE,8/23/2016 21:00,21,23,8,2016
62181,8/24/2016 2:00,8/23/2016 22:00,Hydro,293.1,0,TRUE,8/23/2016 22:00,22,23,8,2016
62186,8/24/2016 2:00,8/23/2016 22:00,Wind,1619.7,0.02,TRUE,8/23/2016 22:00,22,23,8,2016
62188,8/24/2016 2:00,8/23/2016 22:00,Other Renewables,647.5,0,TRUE,8/23/2016 22:00,22,23,8,2016
62189,8/24/2016 2:00,8/23/2016 22:00,Solar,5.9,0,TRUE,8/23/2016 22:00,22,23,8,2016
62194,8/24/2016 3:00,8/23/2016 23:00,Hydro,291.2,0,TRUE,8/23/2016 23:00,23,23,8,2016
62198,8/24/2016 3:00,8/23/2016 23:00,Other Renewables,646.8,0.01,TRUE,8/23/2016 23:00,23,23,8,2016
62199,8/24/2016 3:00,8/23/2016 23:00,Solar,5.9,0,TRUE,8/23/2016 23:00,23,23,8,2016
62201,8/24/2016 3:00,8/23/2016 23:00,Wind,1680,0.02,TRUE,8/23/2016 23:00,23,23,8,2016
62206,8/24/2016 4:00,8/24/2016 0:00,Hydro,287.6,0,TRUE,8/24/2016 0:00,0,24,8,2016
62208,8/24/2016 4:00,8/24/2016 0:00,Wind,1817,0.02,TRUE,8/24/2016 0:00,0,24,8,2016
62210,8/24/2016 4:00,8/24/2016 0:00,Other Renewables,629.1,0.01,TRUE,8/24/2016 0:00,0,24,8,2016
62211,8/24/2016 4:00,8/24/2016 0:00,Solar,5.9,0,TRUE,8/24/2016 0:00,0,24,8,2016
62217,8/24/2016 5:00,8/24/2016 1:00,Hydro,278.9,0,TRUE,8/24/2016 1:00,1,24,8,2016
62219,8/24/2016 5:00,8/24/2016 1:00,Wind,2073,0.02,TRUE,8/24/2016 1:00,1,24,8,2016
62221,8/24/2016 5:00,8/24/2016 1:00,Other Renewables,623.8,0.01,TRUE,8/24/2016 1:00,1,24,8,2016
62222,8/24/2016 5:00,8/24/2016 1:00,Solar,5.9,0,TRUE,8/24/2016 1:00,1,24,8,2016
62227,8/24/2016 6:00,8/24/2016 2:00,Hydro,276.5,0,TRUE,8/24/2016 2:00,2,24,8,2016
62231,8/24/2016 6:00,8/24/2016 2:00,Other Renewables,642.7,0.01,TRUE,8/24/2016 2:00,2,24,8,2016
62232,8/24/2016 6:00,8/24/2016 2:00,Solar,5.9,0,TRUE,8/24/2016 2:00,2,24,8,2016
62234,8/24/2016 6:00,8/24/2016 2:00,Wind,2077.9,0.03,TRUE,8/24/2016 2:00,2,24,8,2016
62239,8/24/2016 7:00,8/24/2016 3:00,Hydro,274.7,0,TRUE,8/24/2016 3:00,3,24,8,2016
62241,8/24/2016 7:00,8/24/2016 3:00,Wind,1898.3,0.02,TRUE,8/24/2016 3:00,3,24,8,2016
62245,8/24/2016 7:00,8/24/2016 3:00,Other Renewables,649.3,0.01,TRUE,8/24/2016 3:00,3,24,8,2016
62246,8/24/2016 7:00,8/24/2016 3:00,Solar,5.9,0,TRUE,8/24/2016 3:00,3,24,8,2016
62249,8/24/2016 8:00,8/24/2016 4:00,Hydro,271.1,0,TRUE,8/24/2016 4:00,4,24,8,2016
62253,8/24/2016 8:00,8/24/2016 4:00,Other Renewables,675.9,0.01,TRUE,8/24/2016 4:00,4,24,8,2016
62254,8/24/2016 8:00,8/24/2016 4:00,Solar,5.9,0,TRUE,8/24/2016 4:00,4,24,8,2016
62256,8/24/2016 8:00,8/24/2016 4:00,Wind,2198.4,0.03,TRUE,8/24/2016 4:00,4,24,8,2016
62260,8/24/2016 9:00,8/24/2016 5:00,Hydro,268.4,0,TRUE,8/24/2016 5:00,5,24,8,2016
62264,8/24/2016 9:00,8/24/2016 5:00,Other Renewables,672.4,0.01,TRUE,8/24/2016 5:00,5,24,8,2016
62265,8/24/2016 9:00,8/24/2016 5:00,Solar,5.9,0,TRUE,8/24/2016 5:00,5,24,8,2016
62267,8/24/2016 9:00,8/24/2016 5:00,Wind,2225.2,0.03,TRUE,8/24/2016 5:00,5,24,8,2016
62271,8/24/2016 10:00,8/24/2016 6:00,Hydro,315.7,0,TRUE,8/24/2016 6:00,6,24,8,2016
62275,8/24/2016 10:00,8/24/2016 6:00,Other Renewables,662.5,0.01,TRUE,8/24/2016 6:00,6,24,8,2016
62276,8/24/2016 10:00,8/24/2016 6:00,Solar,5.9,0,TRUE,8/24/2016 6:00,6,24,8,2016
62278,8/24/2016 10:00,8/24/2016 6:00,Wind,2241.2,0.03,TRUE,8/24/2016 6:00,6,24,8,2016
62283,8/24/2016 11:00,8/24/2016 7:00,Hydro,307.7,0,TRUE,8/24/2016 7:00,7,24,8,2016
62285,8/24/2016 11:00,8/24/2016 7:00,Wind,2040.7,0.02,TRUE,8/24/2016 7:00,7,24,8,2016
62289,8/24/2016 11:00,8/24/2016 7:00,Other Renewables,675.4,0.01,TRUE,8/24/2016 7:00,7,24,8,2016
62290,8/24/2016 11:00,8/24/2016 7:00,Solar,33.5,0,TRUE,8/24/2016 7:00,7,24,8,2016
62293,8/24/2016 12:00,8/24/2016 8:00,Hydro,411.1,0,TRUE,8/24/2016 8:00,8,24,8,2016
62297,8/24/2016 12:00,8/24/2016 8:00,Other Renewables,666.6,0,TRUE,8/24/2016 8:00,8,24,8,2016
62298,8/24/2016 12:00,8/24/2016 8:00,Solar,181.8,0,TRUE,8/24/2016 8:00,8,24,8,2016
62300,8/24/2016 12:00,8/24/2016 8:00,Wind,1797.4,0.02,TRUE,8/24/2016 8:00,8,24,8,2016
62304,8/24/2016 13:00,8/24/2016 9:00,Hydro,466.5,0,TRUE,8/24/2016 9:00,9,24,8,2016
62308,8/24/2016 13:00,8/24/2016 9:00,Wind,1332.7,0.01,TRUE,8/24/2016 9:00,9,24,8,2016
62311,8/24/2016 13:00,8/24/2016 9:00,Other Renewables,685.5,0,TRUE,8/24/2016 9:00,9,24,8,2016
62312,8/24/2016 13:00,8/24/2016 9:00,Solar,251.4,0,TRUE,8/24/2016 9:00,9,24,8,2016
62315,8/24/2016 14:00,8/24/2016 10:00,Hydro,399,0,TRUE,8/24/2016 10:00,10,24,8,2016
62319,8/24/2016 14:00,8/24/2016 10:00,Other Renewables,693.1,0,TRUE,8/24/2016 10:00,10,24,8,2016
62320,8/24/2016 14:00,8/24/2016 10:00,Solar,289.9,0,TRUE,8/24/2016 10:00,10,24,8,2016
62322,8/24/2016 14:00,8/24/2016 10:00,Wind,1275.8,0.01,TRUE,8/24/2016 10:00,10,24,8,2016
62326,8/24/2016 15:00,8/24/2016 11:00,Hydro,706.2,0.01,TRUE,8/24/2016 11:00,11,24,8,2016
