,datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable,timedate,Hour,Day,Month,Year
61090,8/19/2016 22:00,8/19/2016 18:00,Wind,677.6,0.01,TRUE,8/19/2016 18:00,18,19,8,2016
61095,8/19/2016 23:00,8/19/2016 19:00,Hydro,2064.6,0.02,TRUE,8/19/2016 19:00,19,19,8,2016
61097,8/19/2016 23:00,8/19/2016 19:00,Wind,676.3,0.01,TRUE,8/19/2016 19:00,19,19,8,2016
61101,8/19/2016 23:00,8/19/2016 19:00,Other Renewables,766.1,0,TRUE,8/19/2016 19:00,19,19,8,2016
61102,8/19/2016 23:00,8/19/2016 19:00,Solar,3.2,0,TRUE,8/19/2016 19:00,19,19,8,2016
61105,8/20/2016 0:00,8/19/2016 20:00,Hydro,1102.8,0.01,TRUE,8/19/2016 20:00,20,19,8,2016
61109,8/20/2016 0:00,8/19/2016 20:00,Other Renewables,782.9,0,TRUE,8/19/2016 20:00,20,19,8,2016
61110,8/20/2016 0:00,8/19/2016 20:00,Solar,2,0,TRUE,8/19/2016 20:00,20,19,8,2016
61112,8/20/2016 0:00,8/19/2016 20:00,Wind,532.1,0,TRUE,8/19/2016 20:00,20,19,8,2016
61116,8/20/2016 1:00,8/19/2016 21:00,Hydro,324.6,0,TRUE,8/19/2016 21:00,21,19,8,2016
61120,8/20/2016 1:00,8/19/2016 21:00,Other Renewables,777.3,0,TRUE,8/19/2016 21:00,21,19,8,2016
61121,8/20/2016 1:00,8/19/2016 21:00,Solar,1.7,0,TRUE,8/19/2016 21:00,21,19,8,2016
61123,8/20/2016 1:00,8/19/2016 21:00,Wind,800,0.01,TRUE,8/19/2016 21:00,21,19,8,2016
61127,8/20/2016 2:00,8/19/2016 22:00,Hydro,295.5,0,TRUE,8/19/2016 22:00,22,19,8,2016
61131,8/20/2016 2:00,8/19/2016 22:00,Other Renewables,764.6,0,TRUE,8/19/2016 22:00,22,19,8,2016
61132,8/20/2016 2:00,8/19/2016 22:00,Solar,2,0,TRUE,8/19/2016 22:00,22,19,8,2016
61134,8/20/2016 2:00,8/19/2016 22:00,Wind,625.4,0.01,TRUE,8/19/2016 22:00,22,19,8,2016
61139,8/20/2016 3:00,8/19/2016 23:00,Hydro,291.1,0,TRUE,8/19/2016 23:00,23,19,8,2016
61141,8/20/2016 3:00,8/19/2016 23:00,Wind,780.2,0.01,TRUE,8/19/2016 23:00,23,19,8,2016
61145,8/20/2016 3:00,8/19/2016 23:00,Other Renewables,758.6,0,TRUE,8/19/2016 23:00,23,19,8,2016
61146,8/20/2016 3:00,8/19/2016 23:00,Solar,2,0,TRUE,8/19/2016 23:00,23,19,8,2016
61149,8/20/2016 4:00,8/20/2016 0:00,Hydro,298.7,0,TRUE,8/20/2016 0:00,0,20,8,2016
61153,8/20/2016 4:00,8/20/2016 0:00,Other Renewables,739.2,0.01,TRUE,8/20/2016 0:00,0,20,8,2016
61154,8/20/2016 4:00,8/20/2016 0:00,Solar,2,0,TRUE,8/20/2016 0:00,0,20,8,2016
61156,8/20/2016 4:00,8/20/2016 0:00,Wind,1051.3,0.01,TRUE,8/20/2016 0:00,0,20,8,2016
61160,8/20/2016 5:00,8/20/2016 1:00,Hydro,296.5,0,TRUE,8/20/2016 1:00,1,20,8,2016
61164,8/20/2016 5:00,8/20/2016 1:00,Other Renewables,745.1,0.01,TRUE,8/20/2016 1:00,1,20,8,2016
61165,8/20/2016 5:00,8/20/2016 1:00,Solar,2,0,TRUE,8/20/2016 1:00,1,20,8,2016
61167,8/20/2016 5:00,8/20/2016 1:00,Wind,1230.5,0.01,TRUE,8/20/2016 1:00,1,20,8,2016
61171,8/20/2016 6:00,8/20/2016 2:00,Hydro,299.9,0,TRUE,8/20/2016 2:00,2,20,8,2016
61175,8/20/2016 6:00,8/20/2016 2:00,Other Renewables,731.3,0.01,TRUE,8/20/2016 2:00,2,20,8,2016
61176,8/20/2016 6:00,8/20/2016 2:00,Solar,2,0,TRUE,8/20/2016 2:00,2,20,8,2016
61178,8/20/2016 6:00,8/20/2016 2:00,Wind,1206,0.01,TRUE,8/20/2016 2:00,2,20,8,2016
61182,8/20/2016 7:00,8/20/2016 3:00,Hydro,304.8,0,TRUE,8/20/2016 3:00,3,20,8,2016
61186,8/20/2016 7:00,8/20/2016 3:00,Other Renewables,754.5,0.01,TRUE,8/20/2016 3:00,3,20,8,2016
61187,8/20/2016 7:00,8/20/2016 3:00,Wind,887.9,0.01,TRUE,8/20/2016 3:00,3,20,8,2016
61189,8/20/2016 7:00,8/20/2016 3:00,Solar,2,0,TRUE,8/20/2016 3:00,3,20,8,2016
61193,8/20/2016 8:00,8/20/2016 4:00,Hydro,349.1,0,TRUE,8/20/2016 4:00,4,20,8,2016
61196,8/20/2016 8:00,8/20/2016 4:00,Other Renewables,753.5,0.01,TRUE,8/20/2016 4:00,4,20,8,2016
61197,8/20/2016 8:00,8/20/2016 4:00,Solar,2,0,TRUE,8/20/2016 4:00,4,20,8,2016
61199,8/20/2016 8:00,8/20/2016 4:00,Wind,995.6,0.01,TRUE,8/20/2016 4:00,4,20,8,2016
61205,8/20/2016 9:00,8/20/2016 5:00,Hydro,366.5,0,TRUE,8/20/2016 5:00,5,20,8,2016
61208,8/20/2016 9:00,8/20/2016 5:00,Other Renewables,751.1,0.01,TRUE,8/20/2016 5:00,5,20,8,2016
61209,8/20/2016 9:00,8/20/2016 5:00,Solar,2,0,TRUE,8/20/2016 5:00,5,20,8,2016
61211,8/20/2016 9:00,8/20/2016 5:00,Wind,1004.6,0.01,TRUE,8/20/2016 5:00,5,20,8,2016
61215,8/20/2016 10:00,8/20/2016 6:00,Hydro,398.1,0,TRUE,8/20/2016 6:00,6,20,8,2016
61219,8/20/2016 10:00,8/20/2016 6:00,Other Renewables,754.1,0.01,TRUE,8/20/2016 6:00,6,20,8,2016
61220,8/20/2016 10:00,8/20/2016 6:00,Solar,2,0,TRUE,8/20/2016 6:00,6,20,8,2016
61222,8/20/2016 10:00,8/20/2016 6:00,Wind,1221.2,0.01,TRUE,8/20/2016 6:00,6,20,8,2016
61224,8/20/2016 11:00,8/20/2016 7:00,Hydro,696.6,0.01,TRUE,8/20/2016 7:00,7,20,8,2016
61229,8/20/2016 11:00,8/20/2016 7:00,Wind,1124.4,0.01,TRUE,8/20/2016 7:00,7,20,8,2016
61231,8/20/2016 11:00,8/20/2016 7:00,Solar,9.8,0,TRUE,8/20/2016 7:00,7,20,8,2016
61234,8/20/2016 11:00,8/20/2016 7:00,Other Renewables,741.6,0.01,TRUE,8/20/2016 7:00,7,20,8,2016
61237,8/20/2016 12:00,8/20/2016 8:00,Hydro,544.3,0.01,TRUE,8/20/2016 8:00,8,20,8,2016
61241,8/20/2016 12:00,8/20/2016 8:00,Other Renewables,776,0.01,TRUE,8/20/2016 8:00,8,20,8,2016
61242,8/20/2016 12:00,8/20/2016 8:00,Solar,98.5,0,TRUE,8/20/2016 8:00,8,20,8,2016
61244,8/20/2016 12:00,8/20/2016 8:00,Wind,975.9,0.01,TRUE,8/20/2016 8:00,8,20,8,2016
61249,8/20/2016 13:00,8/20/2016 9:00,Hydro,546.4,0.01,TRUE,8/20/2016 9:00,9,20,8,2016
61251,8/20/2016 13:00,8/20/2016 9:00,Solar,184.9,0,TRUE,8/20/2016 9:00,9,20,8,2016
61253,8/20/2016 13:00,8/20/2016 9:00,Other Renewables,761.9,0.01,TRUE,8/20/2016 9:00,9,20,8,2016
61255,8/20/2016 13:00,8/20/2016 9:00,Wind,1180.7,0.01,TRUE,8/20/2016 9:00,9,20,8,2016
61260,8/20/2016 14:00,8/20/2016 10:00,Hydro,578.6,0.01,TRUE,8/20/2016 10:00,10,20,8,2016
61262,8/20/2016 14:00,8/20/2016 10:00,Solar,267.9,0,TRUE,8/20/2016 10:00,10,20,8,2016
61264,8/20/2016 14:00,8/20/2016 10:00,Other Renewables,763.1,0,TRUE,8/20/2016 10:00,10,20,8,2016
61265,8/20/2016 14:00,8/20/2016 10:00,Wind,1260.1,0.01,TRUE,8/20/2016 10:00,10,20,8,2016
61270,8/20/2016 15:00,8/20/2016 11:00,Hydro,1441,0.01,TRUE,8/20/2016 11:00,11,20,8,2016
61274,8/20/2016 15:00,8/20/2016 11:00,Other Renewables,728.3,0,TRUE,8/20/2016 11:00,11,20,8,2016
61275,8/20/2016 15:00,8/20/2016 11:00,Solar,256.4,0,TRUE,8/20/2016 11:00,11,20,8,2016
61277,8/20/2016 15:00,8/20/2016 11:00,Wind,1679.3,0.02,TRUE,8/20/2016 11:00,11,20,8,2016
61282,8/20/2016 16:00,8/20/2016 12:00,Hydro,2267.2,0.02,TRUE,8/20/2016 12:00,12,20,8,2016
61284,8/20/2016 16:00,8/20/2016 12:00,Solar,276.1,0,TRUE,8/20/2016 12:00,12,20,8,2016
61287,8/20/2016 16:00,8/20/2016 12:00,Wind,2309.1,0.02,TRUE,8/20/2016 12:00,12,20,8,2016
61288,8/20/2016 16:00,8/20/2016 12:00,Other Renewables,738,0,TRUE,8/20/2016 12:00,12,20,8,2016
61292,8/20/2016 17:00,8/20/2016 13:00,Hydro,3152.7,0.03,TRUE,8/20/2016 13:00,13,20,8,2016
61296,8/20/2016 17:00,8/20/2016 13:00,Other Renewables,737.5,0,TRUE,8/20/2016 13:00,13,20,8,2016
61297,8/20/2016 17:00,8/20/2016 13:00,Solar,243.5,0,TRUE,8/20/2016 13:00,13,20,8,2016
61299,8/20/2016 17:00,8/20/2016 13:00,Wind,2495,0.02,TRUE,8/20/2016 13:00,13,20,8,2016
61303,8/20/2016 18:00,8/20/2016 14:00,Hydro,4721.4,0.04,TRUE,8/20/2016 14:00,14,20,8,2016
61307,8/20/2016 18:00,8/20/2016 14:00,Other Renewables,748.5,0,TRUE,8/20/2016 14:00,14,20,8,2016
61308,8/20/2016 18:00,8/20/2016 14:00,Solar,236,0,TRUE,8/20/2016 14:00,14,20,8,2016
61310,8/20/2016 18:00,8/20/2016 14:00,Wind,2438.1,0.02,TRUE,8/20/2016 14:00,14,20,8,2016
61314,8/20/2016 19:00,8/20/2016 15:00,Hydro,4863.3,0.04,TRUE,8/20/2016 15:00,15,20,8,2016
61318,8/20/2016 19:00,8/20/2016 15:00,Other Renewables,747.8,0,TRUE,8/20/2016 15:00,15,20,8,2016
61319,8/20/2016 19:00,8/20/2016 15:00,Solar,242.9,0,TRUE,8/20/2016 15:00,15,20,8,2016
61321,8/20/2016 19:00,8/20/2016 15:00,Wind,2572.2,0.02,TRUE,8/20/2016 15:00,15,20,8,2016
61325,8/20/2016 20:00,8/20/2016 16:00,Hydro,5466.1,0.04,TRUE,8/20/2016 16:00,16,20,8,2016
61329,8/20/2016 20:00,8/20/2016 16:00,Other Renewables,755.7,0,TRUE,8/20/2016 16:00,16,20,8,2016
61331,8/20/2016 20:00,8/20/2016 16:00,Wind,3056.2,0.02,TRUE,8/20/2016 16:00,16,20,8,2016
61332,8/20/2016 20:00,8/20/2016 16:00,Solar,240.7,0,TRUE,8/20/2016 16:00,16,20,8,2016
61336,8/20/2016 21:00,8/20/2016 17:00,Hydro,5118.1,0.04,TRUE,8/20/2016 17:00,17,20,8,2016
61340,8/20/2016 21:00,8/20/2016 17:00,Other Renewables,739,0,TRUE,8/20/2016 17:00,17,20,8,2016
61341,8/20/2016 21:00,8/20/2016 17:00,Solar,175,0,TRUE,8/20/2016 17:00,17,20,8,2016
61343,8/20/2016 21:00,8/20/2016 17:00,Wind,2897.1,0.02,TRUE,8/20/2016 17:00,17,20,8,2016
61347,8/20/2016 22:00,8/20/2016 18:00,Hydro,3933.6,0.03,TRUE,8/20/2016 18:00,18,20,8,2016
61351,8/20/2016 22:00,8/20/2016 18:00,Other Renewables,749,0,TRUE,8/20/2016 18:00,18,20,8,2016
61352,8/20/2016 22:00,8/20/2016 18:00,Solar,74.3,0,TRUE,8/20/2016 18:00,18,20,8,2016
61354,8/20/2016 22:00,8/20/2016 18:00,Wind,2957.7,0.02,TRUE,8/20/2016 18:00,18,20,8,2016
61358,8/20/2016 23:00,8/20/2016 19:00,Hydro,1374,0.01,TRUE,8/20/2016 19:00,19,20,8,2016
61362,8/20/2016 23:00,8/20/2016 19:00,Other Renewables,753.9,0,TRUE,8/20/2016 19:00,19,20,8,2016
61363,8/20/2016 23:00,8/20/2016 19:00,Solar,6.2,0,TRUE,8/20/2016 19:00,19,20,8,2016
61365,8/20/2016 23:00,8/20/2016 19:00,Wind,2327.5,0.02,TRUE,8/20/2016 19:00,19,20,8,2016
61369,8/21/2016 0:00,8/20/2016 20:00,Hydro,495.1,0,TRUE,8/20/2016 20:00,20,20,8,2016
61373,8/21/2016 0:00,8/20/2016 20:00,Wind,2136,0.02,TRUE,8/20/2016 20:00,20,20,8,2016
61376,8/21/2016 0:00,8/20/2016 20:00,Other Renewables,759,0,TRUE,8/20/2016 20:00,20,20,8,2016
61377,8/21/2016 0:00,8/20/2016 20:00,Solar,3.8,0,TRUE,8/20/2016 20:00,20,20,8,2016
61380,8/21/2016 1:00,8/20/2016 21:00,Hydro,471.1,0,TRUE,8/20/2016 21:00,21,20,8,2016
61384,8/21/2016 1:00,8/20/2016 21:00,Other Renewables,735.1,0,TRUE,8/20/2016 21:00,21,20,8,2016
61385,8/21/2016 1:00,8/20/2016 21:00,Solar,2,0,TRUE,8/20/2016 21:00,21,20,8,2016
61387,8/21/2016 1:00,8/20/2016 21:00,Wind,2115.9,0.02,TRUE,8/20/2016 21:00,21,20,8,2016
61391,8/21/2016 2:00,8/20/2016 22:00,Hydro,447.2,0,TRUE,8/20/2016 22:00,22,20,8,2016
61395,8/21/2016 2:00,8/20/2016 22:00,Other Renewables,731.7,0,TRUE,8/20/2016 22:00,22,20,8,2016
61396,8/21/2016 2:00,8/20/2016 22:00,Solar,2,0,TRUE,8/20/2016 22:00,22,20,8,2016
61398,8/21/2016 2:00,8/20/2016 22:00,Wind,1970.1,0.02,TRUE,8/20/2016 22:00,22,20,8,2016
61402,8/21/2016 3:00,8/20/2016 23:00,Hydro,360.6,0,TRUE,8/20/2016 23:00,23,20,8,2016
61406,8/21/2016 3:00,8/20/2016 23:00,Other Renewables,725.5,0.01,TRUE,8/20/2016 23:00,23,20,8,2016
61407,8/21/2016 3:00,8/20/2016 23:00,Solar,1.9,0,TRUE,8/20/2016 23:00,23,20,8,2016
61409,8/21/2016 3:00,8/20/2016 23:00,Wind,2087.8,0.02,TRUE,8/20/2016 23:00,23,20,8,2016
61413,8/21/2016 4:00,8/21/2016 0:00,Hydro,351.6,0,TRUE,8/21/2016 0:00,0,21,8,2016
61417,8/21/2016 4:00,8/21/2016 0:00,Other Renewables,716.2,0.01,TRUE,8/21/2016 0:00,0,21,8,2016
61418,8/21/2016 4:00,8/21/2016 0:00,Solar,2,0,TRUE,8/21/2016 0:00,0,21,8,2016
61420,8/21/2016 4:00,8/21/2016 0:00,Wind,2276.9,0.02,TRUE,8/21/2016 0:00,0,21,8,2016
61425,8/21/2016 5:00,8/21/2016 1:00,Hydro,352.3,0,TRUE,8/21/2016 1:00,1,21,8,2016
61427,8/21/2016 5:00,8/21/2016 1:00,Wind,2344.9,0.03,TRUE,8/21/2016 1:00,1,21,8,2016
61431,8/21/2016 5:00,8/21/2016 1:00,Other Renewables,704.2,0.01,TRUE,8/21/2016 1:00,1,21,8,2016
61432,8/21/2016 5:00,8/21/2016 1:00,Solar,2,0,TRUE,8/21/2016 1:00,1,21,8,2016
61435,8/21/2016 6:00,8/21/2016 2:00,Hydro,348.2,0,TRUE,8/21/2016 2:00,2,21,8,2016
61439,8/21/2016 6:00,8/21/2016 2:00,Other Renewables,709.3,0.01,TRUE,8/21/2016 2:00,2,21,8,2016
61440,8/21/2016 6:00,8/21/2016 2:00,Solar,2,0,TRUE,8/21/2016 2:00,2,21,8,2016
61442,8/21/2016 6:00,8/21/2016 2:00,Wind,2054.7,0.02,TRUE,8/21/2016 2:00,2,21,8,2016
61446,8/21/2016 7:00,8/21/2016 3:00,Hydro,345.7,0,TRUE,8/21/2016 3:00,3,21,8,2016
61450,8/21/2016 7:00,8/21/2016 3:00,Other Renewables,699.1,0.01,TRUE,8/21/2016 3:00,3,21,8,2016
61451,8/21/2016 7:00,8/21/2016 3:00,Solar,2,0,TRUE,8/21/2016 3:00,3,21,8,2016
61453,8/21/2016 7:00,8/21/2016 3:00,Wind,2134.8,0.03,TRUE,8/21/2016 3:00,3,21,8,2016
61457,8/21/2016 8:00,8/21/2016 4:00,Hydro,342.9,0,TRUE,8/21/2016 4:00,4,21,8,2016
61461,8/21/2016 8:00,8/21/2016 4:00,Other Renewables,710,0.01,TRUE,8/21/2016 4:00,4,21,8,2016
61462,8/21/2016 8:00,8/21/2016 4:00,Solar,2,0,TRUE,8/21/2016 4:00,4,21,8,2016
61464,8/21/2016 8:00,8/21/2016 4:00,Wind,1990.5,0.02,TRUE,8/21/2016 4:00,4,21,8,2016
61468,8/21/2016 9:00,8/21/2016 5:00,Hydro,335.1,0,TRUE,8/21/2016 5:00,5,21,8,2016
61472,8/21/2016 9:00,8/21/2016 5:00,Wind,1888.6,0.02,TRUE,8/21/2016 5:00,5,21,8,2016
61475,8/21/2016 9:00,8/21/2016 5:00,Other Renewables,696.6,0.01,TRUE,8/21/2016 5:00,5,21,8,2016
61476,8/21/2016 9:00,8/21/2016 5:00,Solar,2,0,TRUE,8/21/2016 5:00,5,21,8,2016
61479,8/21/2016 10:00,8/21/2016 6:00,Hydro,379.7,0,TRUE,8/21/2016 6:00,6,21,8,2016
61483,8/21/2016 10:00,8/21/2016 6:00,Other Renewables,679.9,0.01,TRUE,8/21/2016 6:00,6,21,8,2016
61484,8/21/2016 10:00,8/21/2016 6:00,Solar,2,0,TRUE,8/21/2016 6:00,6,21,8,2016
61486,8/21/2016 10:00,8/21/2016 6:00,Wind,1591.6,0.02,TRUE,8/21/2016 6:00,6,21,8,2016
61490,8/21/2016 11:00,8/21/2016 7:00,Hydro,348.1,0,TRUE,8/21/2016 7:00,7,21,8,2016
61494,8/21/2016 11:00,8/21/2016 7:00,Other Renewables,702.2,0.01,TRUE,8/21/2016 7:00,7,21,8,2016
61495,8/21/2016 11:00,8/21/2016 7:00,Solar,22.6,0,TRUE,8/21/2016 7:00,7,21,8,2016
61497,8/21/2016 11:00,8/21/2016 7:00,Wind,1632.3,0.02,TRUE,8/21/2016 7:00,7,21,8,2016
61501,8/21/2016 12:00,8/21/2016 8:00,Hydro,410.3,0,TRUE,8/21/2016 8:00,8,21,8,2016
61505,8/21/2016 12:00,8/21/2016 8:00,Other Renewables,699,0.01,TRUE,8/21/2016 8:00,8,21,8,2016
61506,8/21/2016 12:00,8/21/2016 8:00,Solar,93,0,TRUE,8/21/2016 8:00,8,21,8,2016
61508,8/21/2016 12:00,8/21/2016 8:00,Wind,1492,0.02,TRUE,8/21/2016 8:00,8,21,8,2016
61512,8/21/2016 13:00,8/21/2016 9:00,Hydro,468.6,0.01,TRUE,8/21/2016 9:00,9,21,8,2016
61516,8/21/2016 13:00,8/21/2016 9:00,Other Renewables,704.5,0.01,TRUE,8/21/2016 9:00,9,21,8,2016
61517,8/21/2016 13:00,8/21/2016 9:00,Wind,1400.3,0.02,TRUE,8/21/2016 9:00,9,21,8,2016
61519,8/21/2016 13:00,8/21/2016 9:00,Solar,205.9,0,TRUE,8/21/2016 9:00,9,21,8,2016
61523,8/21/2016 14:00,8/21/2016 10:00,Hydro,443.2,0,TRUE,8/21/2016 10:00,10,21,8,2016
61527,8/21/2016 14:00,8/21/2016 10:00,Other Renewables,695.6,0.01,TRUE,8/21/2016 10:00,10,21,8,2016
61528,8/21/2016 14:00,8/21/2016 10:00,Solar,263.8,0,TRUE,8/21/2016 10:00,10,21,8,2016
61530,8/21/2016 14:00,8/21/2016 10:00,Wind,1388.7,0.01,TRUE,8/21/2016 10:00,10,21,8,2016
61534,8/21/2016 15:00,8/21/2016 11:00,Hydro,571.2,0.01,TRUE,8/21/2016 11:00,11,21,8,2016
61538,8/21/2016 15:00,8/21/2016 11:00,Other Renewables,676.7,0,TRUE,8/21/2016 11:00,11,21,8,2016
61539,8/21/2016 15:00,8/21/2016 11:00,Solar,256.5,0,TRUE,8/21/2016 11:00,11,21,8,2016
61541,8/21/2016 15:00,8/21/2016 11:00,Wind,1535.6,0.01,TRUE,8/21/2016 11:00,11,21,8,2016
61545,8/21/2016 16:00,8/21/2016 12:00,Hydro,706.7,0.01,TRUE,8/21/2016 12:00,12,21,8,2016
61549,8/21/2016 16:00,8/21/2016 12:00,Other Renewables,675.9,0,TRUE,8/21/2016 12:00,12,21,8,2016
61550,8/21/2016 16:00,8/21/2016 12:00,Solar,255.3,0,TRUE,8/21/2016 12:00,12,21,8,2016
61552,8/21/2016 16:00,8/21/2016 12:00,Wind,1647.5,0.02,TRUE,8/21/2016 12:00,12,21,8,2016
61556,8/21/2016 17:00,8/21/2016 13:00,Hydro,2391.5,0.02,TRUE,8/21/2016 13:00,13,21,8,2016
61560,8/21/2016 17:00,8/21/2016 13:00,Other Renewables,664.8,0,TRUE,8/21/2016 13:00,13,21,8,2016
61561,8/21/2016 17:00,8/21/2016 13:00,Wind,1676.4,0.02,TRUE,8/21/2016 13:00,13,21,8,2016
61563,8/21/2016 17:00,8/21/2016 13:00,Solar,252.9,0,TRUE,8/21/2016 13:00,13,21,8,2016
61567,8/21/2016 18:00,8/21/2016 14:00,Hydro,2758.4,0.02,TRUE,8/21/2016 14:00,14,21,8,2016
61570,8/21/2016 18:00,8/21/2016 14:00,Other Renewables,662.5,0,TRUE,8/21/2016 14:00,14,21,8,2016
61571,8/21/2016 18:00,8/21/2016 14:00,Solar,223.6,0,TRUE,8/21/2016 14:00,14,21,8,2016
61573,8/21/2016 18:00,8/21/2016 14:00,Wind,1760.4,0.02,TRUE,8/21/2016 14:00,14,21,8,2016
61579,8/21/2016 19:00,8/21/2016 15:00,Hydro,3086.5,0.03,TRUE,8/21/2016 15:00,15,21,8,2016
61582,8/21/2016 19:00,8/21/2016 15:00,Other Renewables,672.4,0,TRUE,8/21/2016 15:00,15,21,8,2016
61583,8/21/2016 19:00,8/21/2016 15:00,Solar,183.7,0,TRUE,8/21/2016 15:00,15,21,8,2016
61585,8/21/2016 19:00,8/21/2016 15:00,Wind,2056.2,0.02,TRUE,8/21/2016 15:00,15,21,8,2016
61589,8/21/2016 20:00,8/21/2016 16:00,Hydro,3790.8,0.03,TRUE,8/21/2016 16:00,16,21,8,2016
61593,8/21/2016 20:00,8/21/2016 16:00,Other Renewables,667.6,0,TRUE,8/21/2016 16:00,16,21,8,2016
61594,8/21/2016 20:00,8/21/2016 16:00,Solar,143.8,0,TRUE,8/21/2016 16:00,16,21,8,2016
61596,8/21/2016 20:00,8/21/2016 16:00,Wind,1862.7,0.02,TRUE,8/21/2016 16:00,16,21,8,2016
61600,8/21/2016 21:00,8/21/2016 17:00,Hydro,2844.9,0.03,TRUE,8/21/2016 17:00,17,21,8,2016
61604,8/21/2016 21:00,8/21/2016 17:00,Other Renewables,672.2,0,TRUE,8/21/2016 17:00,17,21,8,2016
61605,8/21/2016 21:00,8/21/2016 17:00,Solar,118.5,0,TRUE,8/21/2016 17:00,17,21,8,2016
61607,8/21/2016 21:00,8/21/2016 17:00,Wind,1940.6,0.02,TRUE,8/21/2016 17:00,17,21,8,2016
61612,8/21/2016 22:00,8/21/2016 18:00,Hydro,1770.9,0.02,TRUE,8/21/2016 18:00,18,21,8,2016
61614,8/21/2016 22:00,8/21/2016 18:00,Wind,1692.4,0.02,TRUE,8/21/2016 18:00,18,21,8,2016
61616,8/21/2016 22:00,8/21/2016 18:00,Other Renewables,669.6,0,TRUE,8/21/2016 18:00,18,21,8,2016
61617,8/21/2016 22:00,8/21/2016 18:00,Solar,67.4,0,TRUE,8/21/2016 18:00,18,21,8,2016
61622,8/21/2016 23:00,8/21/2016 19:00,Hydro,595.8,0.01,TRUE,8/21/2016 19:00,19,21,8,2016
61626,8/21/2016 23:00,8/21/2016 19:00,Other Renewables,670.5,0,TRUE,8/21/2016 19:00,19,21,8,2016
61627,8/21/2016 23:00,8/21/2016 19:00,Solar,5,0,TRUE,8/21/2016 19:00,19,21,8,2016
61629,8/21/2016 23:00,8/21/2016 19:00,Wind,1367,0.01,TRUE,8/21/2016 19:00,19,21,8,2016
61634,8/22/2016 0:00,8/21/2016 20:00,Hydro,436.4,0,TRUE,8/21/2016 20:00,20,21,8,2016
61636,8/22/2016 0:00,8/21/2016 20:00,Wind,1021.2,0.01,TRUE,8/21/2016 20:00,20,21,8,2016
61638,8/22/2016 0:00,8/21/2016 20:00,Other Renewables,662.3,0,TRUE,8/21/2016 20:00,20,21,8,2016
61639,8/22/2016 0:00,8/21/2016 20:00,Solar,2,0,TRUE,8/21/2016 20:00,20,21,8,2016
61645,8/22/2016 1:00,8/21/2016 21:00,Hydro,395.1,0,TRUE,8/21/2016 21:00,21,21,8,2016
61647,8/22/2016 1:00,8/21/2016 21:00,Wind,904.9,0.01,TRUE,8/21/2016 21:00,21,21,8,2016
61649,8/22/2016 1:00,8/21/2016 21:00,Other Renewables,621.7,0,TRUE,8/21/2016 21:00,21,21,8,2016
61650,8/22/2016 1:00,8/21/2016 21:00,Solar,2,0,TRUE,8/21/2016 21:00,21,21,8,2016
61655,8/22/2016 2:00,8/21/2016 22:00,Hydro,350.1,0,TRUE,8/21/2016 22:00,22,21,8,2016
61659,8/22/2016 2:00,8/21/2016 22:00,Other Renewables,614.8,0,TRUE,8/21/2016 22:00,22,21,8,2016
61660,8/22/2016 2:00,8/21/2016 22:00,Solar,2,0,TRUE,8/21/2016 22:00,22,21,8,2016
61662,8/22/2016 2:00,8/21/2016 22:00,Wind,1014.7,0.01,TRUE,8/21/2016 22:00,22,21,8,2016
61667,8/22/2016 3:00,8/21/2016 23:00,Hydro,311,0,TRUE,8/21/2016 23:00,23,21,8,2016
61669,8/22/2016 3:00,8/21/2016 23:00,Wind,888,0.01,TRUE,8/21/2016 23:00,23,21,8,2016
61673,8/22/2016 3:00,8/21/2016 23:00,Other Renewables,619,0.01,TRUE,8/21/2016 23:00,23,21,8,2016
61674,8/22/2016 3:00,8/21/2016 23:00,Solar,2,0,TRUE,8/21/2016 23:00,23,21,8,2016
61677,8/22/2016 4:00,8/22/2016 0:00,Hydro,315.3,0,TRUE,8/22/2016 0:00,0,22,8,2016
61681,8/22/2016 4:00,8/22/2016 0:00,Other Renewables,602.7,0.01,TRUE,8/22/2016 0:00,0,22,8,2016
61682,8/22/2016 4:00,8/22/2016 0:00,Solar,2,0,TRUE,8/22/2016 0:00,0,22,8,2016
61684,8/22/2016 4:00,8/22/2016 0:00,Wind,853,0.01,TRUE,8/22/2016 0:00,0,22,8,2016
61688,8/22/2016 5:00,8/22/2016 1:00,Hydro,312.9,0,TRUE,8/22/2016 1:00,1,22,8,2016
61692,8/22/2016 5:00,8/22/2016 1:00,Other Renewables,602.1,0.01,TRUE,8/22/2016 1:00,1,22,8,2016
61693,8/22/2016 5:00,8/22/2016 1:00,Solar,2,0,TRUE,8/22/2016 1:00,1,22,8,2016
61695,8/22/2016 5:00,8/22/2016 1:00,Wind,840.2,0.01,TRUE,8/22/2016 1:00,1,22,8,2016
61699,8/22/2016 6:00,8/22/2016 2:00,Hydro,316.2,0,TRUE,8/22/2016 2:00,2,22,8,2016
61703,8/22/2016 6:00,8/22/2016 2:00,Other Renewables,609.4,0.01,TRUE,8/22/2016 2:00,2,22,8,2016
61704,8/22/2016 6:00,8/22/2016 2:00,Solar,2,0,TRUE,8/22/2016 2:00,2,22,8,2016
61706,8/22/2016 6:00,8/22/2016 2:00,Wind,909.2,0.01,TRUE,8/22/2016 2:00,2,22,8,2016
