,Facility Name,Fuel,Fuel Cost ($/MMBtu),Gas price,Gas_Hubs,Heat rate (MMBtu/MWh),Marginal Cost ($/MWh),ORIS,Plant nameplate capacity (MW),State,Unit Group,VOM ($/MWh),Running Capacity (MW)
174,Darby Electric Generating Station,GAS,2.3599,2.3599,Lebanon,11.861702127659575,34.99243085106383,55247,564,OH,Combustion turbine,7.0,182529.29999999996
175,Lincoln Generating Facility,GAS,2.4471,2.4471,Chicago City Gate,11.572254335260116,35.31846358381503,55222,692,IL,Combustion turbine,7.0,183221.29999999996
176,Ceredo Generating Station,GAS,2.2114,2.2114,Columbia Gas,12.878612716763005,35.47976416184971,55276,519,WV,Combustion turbine,7.0,183740.29999999996
177,St. Nicholas Cogeneration Project,COAL,2.3274043715847013,1.4,Dominion South Point,13.104838709677418,35.50025890181564,54634,99.2,PA,Coal boiler,5.0,183839.49999999997
178,Mt. Carmel Cogeneration,COAL,2.3274043715847013,1.4,Dominion South Point,13.192389006342495,35.70402384500748,10343,47.3,PA,Coal boiler,5.0,183886.79999999996
179,"Lee County Generating Station, LLC",GAS,2.4471,2.4471,Chicago City Gate,11.787819253438114,35.845972495088404,55236,814.4,IL,Combustion turbine,7.0,184701.19999999995
180,Tait Electric Generating Station,GAS,2.3599,2.3599,Lebanon,12.340425531914894,36.12217021276596,55248,376,OH,Combustion turbine,7.0,185077.19999999995
181,Crete Energy Park,GAS,2.4471,2.4471,Chicago City Gate,12.359550561797754,37.24505617977528,55253,356,IL,Combustion turbine,7.0,185433.19999999995
182,Cambria Cogen,COAL,2.3274043715847013,1.4,Dominion South Point,13.877551020408163,37.29867291178769,10641,98,PA,Coal boiler,5.0,185531.19999999995
183,Louisa Generation Facility,GAS,2.0578,2.0578,Transco Zone 6 Non NY,14.928304851699076,37.71946572382636,7837,509.1,VA,Combustion turbine,7.0,186040.29999999996
184,Warren F. Sam Beasley Pwr Station,GAS,2.9644,2.9644,Transco Zone 6 NY,10.416666666666666,37.87916666666666,7962,96,DE,Combustion turbine,7.0,186136.29999999996
185,Anderson,GAS,2.3599,2.3599,Lebanon,13.181979845880262,38.10815423829283,7336,168.7,IN,Combustion turbine,7.0,186304.99999999997
186,Omega JV2 Hamilton,GAS,2.3599,2.3599,Lebanon,13.21875,38.194928125000004,7782,32,OH,Combustion turbine,7.0,186336.99999999997
187,Omega JV2 Bowling Green,GAS,2.3599,2.3599,Lebanon,13.21875,38.194928125000004,7783,32,OH,Combustion turbine,7.0,186368.99999999997
188,Willow Island Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,14.357410881801126,38.415500850941704,3946,213.2,WV,,5.0,186582.19999999998
189,Mecklenburg Power Station,COAL,2.3274043715847013,2.0578,Transco Zone 6 Non NY,14.506437768240342,38.76234667792399,52007,139.8,VA,Coal boiler,5.0,186721.99999999997
190,Madison Generating Station,GAS,2.3599,2.3599,Lebanon,13.514450867052023,38.892752601156076,55110,692,OH,Combustion turbine,7.0,187413.99999999997
191,Richmond (IN),GAS,2.3599,2.3599,Lebanon,13.526570048309178,38.92135265700483,7335,82.8,IN,Combustion turbine,7.0,187496.79999999996
192,"Calumet Energy Team, LLC",GAS,2.4471,2.4471,Chicago City Gate,13.746803069053708,40.639801790281325,55296,312.8,IL,Combustion turbine,7.0,187809.59999999995
193,Frank M Tait Station,GAS,2.3599,2.3599,Lebanon,14.773473407747865,41.86391989494419,2847,304.6,OH,Combustion turbine,7.0,188114.19999999995
194,Ebensburg Power Company,COAL,2.3274043715847013,1.4,Dominion South Point,16.145833333333332,42.57788308287799,10603,57.6,PA,Coal boiler,5.0,188171.79999999996
195,Wheelabrator - Frackville,COAL,2.3274043715847013,1.4,Dominion South Point,16.166666666666668,42.62637067395267,50879,48,PA,Coal boiler,5.0,188219.79999999996
196,Scrubgrass Generating Plant,COAL,2.3274043715847013,1.4,Dominion South Point,16.631467793030623,43.70815084736964,50974,94.7,PA,Coal boiler,5.0,188314.49999999997
197,"WPS Westwood Generation, LLC",COAL,2.3274043715847013,1.4,Dominion South Point,17.083333333333332,44.75982468123864,50611,36,PA,Coal boiler,5.0,188350.49999999997
198,Woodsdale,GAS,2.3599,2.3599,Lebanon,17.0863938440014,47.322180832458905,7158,571.8,OH,Combustion turbine,7.0,188922.29999999996
199,Rivesville Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,19.5077484047402,50.40241891696683,3945,109.7,WV,,5.0,189031.99999999997
200,Albright Power Station,COAL,2.3274043715847013,2.2114,Columbia Gas,21.765636232925953,55.65743691883423,3942,278.2,WV,,5.0,189310.19999999998
201,"Edgecombe Genco, LLC",COAL,2.3274043715847013,2.475,Transco Zone 5,26.13240418118467,65.82067173130753,10384,114.8,NC,Coal boiler,5.0,189424.99999999997
202,Eddystone Generating Station,OIL,10.0,1.4,Dominion South Point,7.1445690973992875,71.44569097399287,3161,1568.8,PA,Coal boiler,0.0,190993.79999999996
203,Commonwealth Chesapeake,OIL,10.0,2.0578,Transco Zone 6 Non NY,7.895652173913043,85.95652173913044,55381,402.5,VA,Combustion turbine,7.0,191396.29999999996
204,"Martins Creek, LLC",OIL,10.0,1.4,Dominion South Point,8.905123339658443,89.05123339658444,3148,2108,PA,Coal boiler,0.0,193504.29999999996
205,West Lorain,OIL,10.0,2.3599,Lebanon,9.809215262778977,105.09215262778977,2869,555.6,OH,Combustion turbine,7.0,194059.89999999997
206,Edge Moor,OIL,10.0,2.9644,Transco Zone 6 NY,10.810924961283964,108.10924961283965,593,710.3,DE,Coal boiler,0.0,194770.19999999995
207,Sherman Avenue,OIL,10.0,2.0578,Transco Zone 6 Non NY,10.72695035460993,114.26950354609929,7288,112.8,NJ,Combustion turbine,7.0,194882.99999999994
208,Van Sant,OIL,10.0,2.9644,Transco Zone 6 NY,12.121951219512196,128.21951219512198,7318,45.1,DE,Combustion turbine,7.0,194928.09999999995
209,Vienna,OIL,10.0,2.0578,Transco Zone 6 Non NY,13.289036544850498,132.89036544850498,1564,180.6,MD,Coal boiler,0.0,195108.69999999995
210,Delaware City Refinery,OTHF,,2.9644,Transco Zone 6 NY,,,52193,325.2,DE,Coal boiler,0.0,195433.89999999997
