State,Facility Name,Facility ID (ORISPL),County,FIPS Code,Source Category,Max Hourly HI Rate (MMBtu/hr),SO2 (tons),NOx (tons),CO2 (tons),Gross Load (MW-h),Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Balancing Authority Code,Plant primary fuel,Plant primary coal/oil/gas/ other fossil fuel category,Plant capacity factor,Plant nameplate capacity (MW),Heat rate (MMBtu/MWh),SO2 emissions rate (tons/MWh),NOx emissions rate (tons/MWh),CO2 emissions rate (tons/MWh),Average NOx emissions rate by fuel,Average SO2 emissions rate by fuel,Average CO2 emissions rate by fuel
IL,Lincoln Generating Facility,55222,Will County,197.0,Electric Utility,8008.0,0.11199999999999999,6.696999999999999,20206.414615305,28652.03,IL,Lincoln Generating Facility,55222,PJM,NG,GAS,0.01044,692,11.572254335260116,3.908972592866892e-06,0.00023373562012883554,0.7052350083154666,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Chambersburg Units 12 & 13,55654,Franklin County,55.0,Electric Utility,1020.0,0.52,68.494,93497.065226955,173909.74,PA,Chambersburg Units 12 & 13,55654,PJM,NG,GAS,0.24755,87.6,11.643835616438357,2.9900567961288426e-06,0.0003938479811424018,0.5376183371153048,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Allegheny Energy Units 8 & 9,55377,Fayette County,51.0,Electric Utility,1021.0,0.247,29.829,44364.782009595,79306.07999999999,PA,Allegheny Energy Units 8 & 9,55377,PJM,NG,GAS,0.06141,87.6,11.655251141552512,3.1145153057621818e-06,0.00037612500832218674,0.5594121158124952,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
MD,Brandon Shores,602,Anne Arundel County,3.0,Electric Utility,16000.0,2514.74,1635.8980000000001,4123337.80268226,4336206.85,MD,Brandon Shores,602,PJM,RC,COAL,0.39502,1370,11.678832116788321,0.0005799400459874279,0.00037726475156506895,0.9509089269305178,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Gilberton Power Company,10113,Schuylkill County,107.0,Cogeneration,1040.0,704.701,382.703,913441.3469213999,0.0,PA,Gilberton Power Company,10113,PJM,WC,COAL,0.8152,88.4,11.76470588235294,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
IL,"Lee County Generating Station, LLC",55236,Lee County,103.0,Electric Utility,9600.0,0.37799999999999995,22.093,68077.590934245,97823.73,IL,"Lee County Generating Station, LLC",55236,PJM,NG,GAS,0.0077,814.4,11.787819253438114,3.864093098883062e-06,0.0002258449969143479,0.6959210299407415,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,Darby Electric Generating Station,55247,Pickaway County,129.0,Electric Utility,6690.0,0.593,131.552,96796.095189,147834.63,OH,Darby Electric Generating Station,55247,PJM,NG,GAS,0.01378,564,11.861702127659575,4.011238774027438e-06,0.0008898591622274158,0.6547592752050044,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,Powerton,879,Tazewell County,179.0,Electric Utility,21196.0,4194.906,3332.709,5949850.80956571,5407793.0,IL,Powerton,879,PJM,SUB,COAL,0.29084,1785.6,11.870519713261649,0.0007757149728179314,0.0006162789515057252,1.1002364198418302,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
MD,Chalk Point,1571,Prince George's County,33.0,Electric Utility,31565.0,544.1519999999999,754.835,796617.4881519601,968879.6599999999,MD,Chalk Point,1571,PJM,NG,GAS,0.12028,2647,11.924820551567812,0.0005616301202979119,0.0007790802420189109,0.8222047804698058,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Ladysmith Combustion Turbine Sta,7839,Caroline County,33.0,Electric Utility,10645.0,9.127,126.053,318217.683204435,574938.99,VA,Ladysmith Combustion Turbine Sta,7839,PJM,NG,GAS,0.09847,892.5,11.92717086834734,1.5874727855906938e-05,0.00021924587163587566,0.5534807844645133,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Remington Combustion Turbine Station,7838,Fauquier County,61.0,Electric Utility,8440.0,3.129,95.60799999999999,280826.30619112507,508488.67000000004,VA,Remington Combustion Turbine Station,7838,PJM,NG,GAS,0.10794,705.5,11.963146704464918,6.153529438522199e-06,0.00018802385508412604,0.5522764276952818,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Elizabeth River Combustion Turbine Sta,52087,Chesapeake city,550.0,Electric Utility,4659.0,9.788,92.11699999999999,66902.6257875,94055.12999999999,VA,Elizabeth River Combustion Turbine Sta,52087,PJM,NG,GAS,0.04374,388.8,11.983024691358024,0.00010406662560564215,0.0009793936811314811,0.7113128841297652,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
MD,C P Crane,1552,Baltimore County,5.0,Electric Utility,5000.0,826.8399999999999,534.238,255892.79275921502,255038.41999999998,MD,C P Crane,1552,PJM,SUB,COAL,0.09814,415.8,12.025012025012025,0.003242021339373103,0.0020947353735958686,1.0033499766788667,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
DE,Van Sant,7318,Kent County,1.0,Electric Utility,546.7,0.013999999999999999,3.338,2526.003108585,3713.33,DE,Van Sant,7318,PJM,DFO,OIL,0.00298,45.1,12.121951219512196,3.770200870916401e-06,0.0008989236076513534,0.680252794280336,0.0009560817743490034,0.0014798985163344898,0.8190664100628472
VA,Clover Power Station,7213,Halifax County,83.0,Electric Utility,10300.0,856.1759999999999,4849.099,3368123.8913856302,3548191.25,VA,Clover Power Station,7213,PJM,BIT,COAL,0.73298,848,12.14622641509434,0.00024129928171149172,0.00136663969282941,0.9492509433885872,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
IN,Whitewater Valley,1040,Wayne County,177.0,Electric Utility,1154.0,836.998,89.56099999999999,46508.991775005,44610.95,IN,Whitewater Valley,1040,PJM,BIT,COAL,0.07761,93.9,12.289669861554845,0.018762164894493394,0.0020076012727816826,1.0425465446264874,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
WV,Pleasants Power Station,6004,Pleasants County,73.0,Electric Utility,16855.0,10821.213,5914.239,7238103.74765664,8561782.54,WV,Pleasants Power Station,6004,PJM,RC,COAL,0.5752,1368,12.320906432748538,0.0012638972024159821,0.0006907719242306287,0.8453968217296769,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
OH,Tait Electric Generating Station,55248,Montgomery County,113.0,Electric Utility,4640.0,2.9259999999999997,76.214,196850.3453055,288040.8,OH,Tait Electric Generating Station,55248,PJM,NG,GAS,0.12482,376,12.340425531914894,1.015828313211184e-05,0.00026459446022924533,0.6834113268172426,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,Crete Energy Park,55253,Will County,197.0,Electric Utility,4400.0,0.14100000000000001,6.198,25386.081720045,36173.69,IL,Crete Energy Park,55253,PJM,NG,GAS,0.03006,356,12.359550561797754,3.897860572145115e-06,0.0001713399987670597,0.7017830284951576,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Northeastern Power Company,50039,Schuylkill County,107.0,Electric Utility,750.0,181.85,71.932,257587.036950255,172443.42,PA,Northeastern Power Company,50039,PJM,WC,COAL,0.24509,59,12.711864406779661,0.0010545487905540263,0.0004171339213754865,1.4937481346070205,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
WV,Ceredo Generating Station,55276,Wayne County,99.0,Electric Utility,6684.0,0.5630000000000001,29.854,99337.301811,153231.24,WV,Ceredo Generating Station,55276,PJM,NG,GAS,0.02433,519,12.878612716763005,3.674185498988327e-06,0.0001948297227118961,0.64828361247354,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
NJ,Eagle Point Power Generation,50561,Gloucester County,15.0,Electric Utility,3251.0,1.584,66.52,283753.55903958,597086.9199999999,NJ,Eagle Point Power Generation,50561,PJM,NG,GAS,0.33978,251.8,12.911040508339951,2.6528800865374848e-06,0.0001114075652502989,0.47522990294207085,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,St. Nicholas Cogeneration Project,54634,Schuylkill County,107.0,Small Power Producer,1300.0,955.0160000000001,274.621,1081351.94823027,0.0,PA,St. Nicholas Cogeneration Project,54634,PJM,WC,COAL,0.75601,99.2,13.104838709677418,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
IN,Anderson,7336,Madison County,95.0,Electric Utility,2223.8,0.046,4.9079999999999995,6364.537804500001,9504.25,IN,Anderson,7336,PJM,NG,GAS,0.00835,168.7,13.181979845880262,4.839940026830103e-06,0.0005164005576452639,0.669651766788542,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Mt. Carmel Cogeneration,10343,Northumberland County,97.0,Cogeneration,624.0,475.69800000000004,149.909,517821.3068622,316990.84,PA,Mt. Carmel Cogeneration,10343,PJM,WC,COAL,0.74236,47.3,13.192389006342495,0.0015006679688283737,0.0004729127188659457,1.633552902860537,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
OH,Omega JV2 Hamilton,7782,Butler County,17.0,Electric Utility,423.0,0.006,1.631,1058.322021,1771.1,OH,Omega JV2 Hamilton,7782,PJM,NG,GAS,0.01079,32,13.21875,3.387725142566767e-06,0.000920896617921066,0.5975506865789623,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
OH,Omega JV2 Bowling Green,7783,Wood County,173.0,Electric Utility,423.0,0.004,1.433,927.505944,2159.63,OH,Omega JV2 Bowling Green,7783,PJM,NG,GAS,0.00971,32,13.21875,1.8521691215624897e-06,0.000663539587799762,0.42947446738561695,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
MD,Vienna,1564,Dorchester County,19.0,Electric Utility,2400.0,21.236,4.431,2837.5776112050003,1875.92,MD,Vienna,1564,PJM,RFO,OIL,0.00047,180.6,13.289036544850498,0.011320312166830142,0.0023620410252036335,1.5126325276157833,0.0009560817743490034,0.0014798985163344898,0.8190664100628472
OH,Madison Generating Station,55110,Butler County,17.0,Electric Utility,9352.0,1.3050000000000002,78.48700000000001,234453.90018972,332131.31,OH,Madison Generating Station,55110,PJM,NG,GAS,0.07364,692,13.514450867052023,3.929168857943565e-06,0.00023631316180338437,0.7059072515316909,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IN,Richmond (IN),7335,Wayne County,177.0,Electric Utility,1120.0,0.031,5.978,5669.40729825,8254.25,IN,Richmond (IN),7335,PJM,NG,GAS,0.00416,82.8,13.526570048309178,3.7556410334070325e-06,0.0007242329708937819,0.6868470543356453,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
IL,"Calumet Energy Team, LLC",55296,Cook County,31.0,Electric Utility,4300.0,0.079,10.559999999999999,13892.955862230001,25503.95,IL,"Calumet Energy Team, LLC",55296,PJM,NG,GAS,0.00736,312.8,13.746803069053708,3.0975593976619306e-06,0.0004140535093583542,0.5447374176247209,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Cambria Cogen,10641,Cambria County,21.0,Cogeneration,1360.0,2417.7209999999995,725.0899999999999,876594.8125185,0.0,PA,Cambria Cogen,10641,PJM,WC,COAL,0.79771,98,13.877551020408163,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
VA,Mecklenburg Power Station,52007,Mecklenburg County,117.0,Electric Utility,2028.0,95.48400000000001,287.469,193233.51392299501,172807.52000000002,VA,Mecklenburg Power Station,52007,PJM,BIT,COAL,0.24474,139.8,14.506437768240342,0.0005525453984872881,0.001663521356015062,1.118200839425246,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
OH,Frank M Tait Station,2847,Montgomery County,113.0,Electric Utility,4500.0,14.405000000000001,104.386,52197.7012485,75207.58,OH,Frank M Tait Station,2847,PJM,NG,GAS,0.06514,304.6,14.773473407747865,0.00019153654458765992,0.0013879717975236005,0.6940484090632886,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,Louisa Generation Facility,7837,Louisa County,109.0,Electric Utility,7600.0,2.354,51.198,158145.336289455,263242.54,VA,Louisa Generation Facility,7837,PJM,NG,GAS,0.08085,509.1,14.928304851699076,8.942323683702491e-06,0.00019448984195335605,0.600759042552374,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
PA,Ebensburg Power Company,10603,Cambria County,21.0,Cogeneration,930.0,1180.245,204.81099999999998,419512.38270972006,291431.98,PA,Ebensburg Power Company,10603,PJM,WC,COAL,0.38666,57.6,16.145833333333332,0.004049812927188018,0.0007027746234301396,1.4394864376576657,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Wheelabrator - Frackville,50879,Schuylkill County,107.0,Cogeneration,776.0,532.507,390.545,602339.543024685,0.0,PA,Wheelabrator - Frackville,50879,PJM,WC,COAL,0.79115,48,16.166666666666668,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,Scrubgrass Generating Plant,50974,Venango County,121.0,Small Power Producer,1575.0,1035.467,490.48,661182.9903768001,0.0,PA,Scrubgrass Generating Plant,50974,PJM,WC,COAL,0.50271,94.7,16.631467793030623,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
PA,"WPS Westwood Generation, LLC",50611,Schuylkill County,107.0,Electric Utility,615.0,33.580999999999996,29.233,41748.892289655,24104.87,PA,"WPS Westwood Generation, LLC",50611,PJM,WC,COAL,0.17083,36,17.083333333333332,0.0013931209751390486,0.001212742487306507,1.7319691950072744,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
OH,Woodsdale,7158,Butler County,17.0,Electric Utility,9770.0,0.17300000000000004,27.371000000000002,23448.283757685,21447.15,OH,Woodsdale,7158,PJM,NG,GAS,0.00632,571.8,17.0863938440014,8.066339816712245e-06,0.0012762068619839933,1.0933053462900664,0.0004419297282908058,1.7047813718651083e-05,0.5568526117635196
VA,"Spruance Genco, LLC",54081,Richmond city,760.0,Cogeneration,4200.0,307.394,1282.9379999999999,813859.9851298501,0.0,VA,"Spruance Genco, LLC",54081,PJM,BIT,COAL,0.06711,229.6,18.29268292682927,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
NC,"Edgecombe Genco, LLC",10384,Edgecombe County,65.0,Cogeneration,3000.0,38.288,414.12700000000007,149844.6815364,0.0,NC,"Edgecombe Genco, LLC",10384,PJM,BIT,COAL,0.01294,114.8,26.13240418118467,0.0015627721477698457,0.0007810550799148578,0.9478297102068426,0.0007810550799148578,0.0015627721477698457,0.9478297102068426
DE,Delaware City Refinery,52193,New Castle County,,,,11.307,67.26,170217.10465641003,0.0,DE,Delaware City Refinery,52193,PJM,PRG,OTHF,0.44671,325.2,,,,,,,
