Hour,Day,Month,Year,System load (MW),ORIS ID,Fuel,Marginal Cost ($/MWh),CO2 emissions rate (tons/MWh),NOx emisisons rate (tons/MWh),SO2 emissions rate (tons/MWh)
2,14,3,2016,64458.503,2398,GAS,12.099873185853177,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
3,14,3,2016,63341.016,50966,GAS,11.878033333333335,0.47626852768650196,0.00011596621382652315,2.9583000329206785e-06
4,14,3,2016,63316.68,50966,GAS,11.878033333333335,0.47626852768650196,0.00011596621382652315,2.9583000329206785e-06
5,14,3,2016,65114.139,3138,GAS,12.137205466541,0.6459796888482487,0.0008785437509259466,0.001857577404636604
6,14,3,2016,69865.346,3804,GAS,12.680919832845,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
7,14,3,2016,78571.735,55397,GAS,14.90998741082669,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
8,14,3,2016,85243.778,55736,GAS,16.848625989753145,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
9,14,3,2016,86456.309,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
10,14,3,2016,86793.613,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
11,14,3,2016,87379.68,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
12,14,3,2016,87364.499,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
13,14,3,2016,87080.765,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
14,14,3,2016,86931.411,55131,GAS,17.888535031847134,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
15,14,3,2016,86060.974,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
16,14,3,2016,85416.167,55736,GAS,16.848625989753145,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
17,14,3,2016,85456.635,55736,GAS,16.848625989753145,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
18,14,3,2016,85944.08,3159,COAL,16.442806758686345,0.9446109432776311,0.000883522736838472,0.001832558334326451
19,14,3,2016,86662.34,1571,GAS,16.17186343029845,0.737325768232607,0.0007390138587819165,0.000298756439349211
20,14,3,2016,89138.078,55736,GAS,16.848625989753145,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
21,14,3,2016,89646.533,55131,GAS,17.888535031847134,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
22,14,3,2016,86037.325,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
23,14,3,2016,80503.795,1571,GAS,16.17186343029845,0.737325768232607,0.0007390138587819165,0.000298756439349211
24,14,3,2016,74759.96,1573,COAL,23.99634778012686,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
1,15,3,2016,70380.624,1556,GAS,14.318835350201686,0.5889610937666651,0.00018372644089271028,5.563429528956807e-06
2,15,3,2016,67671.183,3804,GAS,13.356982371871847,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
3,15,3,2016,66335.314,55439,GAS,13.194609449318254,0.38867633126393947,2.39725334977489e-05,2.1658310407547597e-06
4,15,3,2016,66000.056,55239,GAS,13.042177566678845,0.5832792041690795,5.482159603354528e-05,3.245803801560447e-06
5,15,3,2016,67373.404,55439,GAS,13.194609449318254,0.38867633126393947,2.39725334977489e-05,2.1658310407547597e-06
6,15,3,2016,71826.331,3804,GAS,13.356982371871847,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
7,15,3,2016,80717.347,54640,GAS,15.67189189189189,0.6352059336998523,0.00011180071626230257,3.992882723653663e-06
8,15,3,2016,86495.456,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
9,15,3,2016,87016.942,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
10,15,3,2016,87030.79,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
11,15,3,2016,87057.183,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
12,15,3,2016,86482.519,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
13,15,3,2016,85822.528,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
14,15,3,2016,85161.652,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
15,15,3,2016,84024.785,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
16,15,3,2016,82794.344,3159,COAL,16.442806758686345,0.9446109432776311,0.000883522736838472,0.001832558334326451
17,15,3,2016,82393.226,55701,GAS,16.43518864097363,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
18,15,3,2016,82351.09,55503,GAS,16.347832682291667,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
19,15,3,2016,82551.713,55938,GAS,15.598458485639686,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
20,15,3,2016,85291.443,55503,GAS,16.347832682291667,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
21,15,3,2016,87782.031,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
22,15,3,2016,84919.101,1571,GAS,17.09171439365319,0.737325768232607,0.0007390138587819165,0.000298756439349211
23,15,3,2016,79413.731,54640,GAS,15.67189189189189,0.6352059336998523,0.00011180071626230257,3.992882723653663e-06
24,15,3,2016,73464.72,1573,COAL,23.99634778012686,0.8406527709025754,0.00017294553142115714,0.0005401548535759689
1,16,3,2016,69179.035,5083,GAS,13.427962802768166,0.448081759205512,4.1372512287226396e-05,2.4841434180507333e-06
2,16,3,2016,66615.072,2398,GAS,12.978588135832041,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
3,16,3,2016,65500.536,55690,GAS,12.673894189071985,0.4303763777998401,2.3058934249779147e-05,2.8150470367772574e-06
4,16,3,2016,65143.931,55690,GAS,12.673894189071985,0.4303763777998401,2.3058934249779147e-05,2.8150470367772574e-06
5,16,3,2016,66585.779,2398,GAS,12.978588135832041,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
6,16,3,2016,71210.692,5083,GAS,13.427962802768166,0.448081759205512,4.1372512287226396e-05,2.4841434180507333e-06
7,16,3,2016,80088.367,3131,GAS,14.609177215189874,0.591751728156238,0.0004579773088368923,3.1612584986833444e-05
8,16,3,2016,85330.216,3159,COAL,16.442806758686345,0.9446109432776311,0.000883522736838472,0.001832558334326451
9,16,3,2016,85305.454,55188,GAS,16.66252617801047,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
10,16,3,2016,84146.311,3159,COAL,16.442806758686345,0.9446109432776311,0.000883522736838472,0.001832558334326451
11,16,3,2016,83976.293,3159,COAL,16.442806758686345,0.9446109432776311,0.000883522736838472,0.001832558334326451
12,16,3,2016,83442.921,55701,GAS,16.13061257606491,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
13,16,3,2016,82868.909,55701,GAS,16.13061257606491,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
14,16,3,2016,82764.571,55701,GAS,16.13061257606491,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
15,16,3,2016,82449.465,55503,GAS,16.045236979166667,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
16,16,3,2016,82050.784,54844,GAS,15.991830892143808,0.45358548279222416,0.00011562361579462716,2.9095107786080995e-06
17,16,3,2016,81917.003,54640,GAS,15.988488175675675,0.6352059336998523,0.00011180071626230257,3.992882723653663e-06
18,16,3,2016,82463.172,55938,GAS,15.813283550913837,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
19,16,3,2016,82347.774,55502,GAS,15.187987012987014,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
20,16,3,2016,84710.065,54844,GAS,15.991830892143808,0.45358548279222416,0.00011562361579462716,2.9095107786080995e-06
21,16,3,2016,86862.982,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
22,16,3,2016,83899.848,55188,GAS,16.66252617801047,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
23,16,3,2016,78196.737,55502,GAS,15.187987012987014,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
24,16,3,2016,72265.678,3149,COAL,23.920883125662588,0.8240667038670754,0.0016858404003472019,0.0015974583665641778
1,17,3,2016,67998.219,10870,GAS,14.638192419825073,0.8502487909886323,0.001078779040864349,6.794153713584994e-05
2,17,3,2016,65400.165,58260,GAS,14.43941040619481,0.368630821025632,2.077078703753693e-05,2.051276483831287e-06
3,17,3,2016,64335.899,2406,GAS,14.09291472210437,0.38284812185985556,2.1234976149182634e-05,2.1384157269227694e-06
4,17,3,2016,64212.681,2406,GAS,14.09291472210437,0.38284812185985556,2.1234976149182634e-05,2.1384157269227694e-06
5,17,3,2016,65937.242,58260,GAS,14.43941040619481,0.368630821025632,2.077078703753693e-05,2.051276483831287e-06
6,17,3,2016,70739.184,55350,GAS,14.80030959752322,0.3456697014943994,3.623127633950063e-05,1.923412843655486e-06
7,17,3,2016,79837.233,55502,GAS,15.99375,0.38139483030939986,4.5238884949821006e-05,2.122428126254969e-06
8,17,3,2016,85968.266,55233,GAS,17.859083191850594,0.5900765006413676,0.0006451746914588476,3.7376542974090677e-06
9,17,3,2016,85623.962,55736,GAS,18.188402421984165,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
10,17,3,2016,84796.328,55736,GAS,18.188402421984165,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
11,17,3,2016,84183.75,55233,GAS,17.859083191850594,0.5900765006413676,0.0006451746914588476,3.7376542974090677e-06
12,17,3,2016,83452.9,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
13,17,3,2016,83098.094,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
14,17,3,2016,82888.979,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
15,17,3,2016,81875.291,55701,GAS,16.998693711967547,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
16,17,3,2016,80924.307,55188,GAS,16.944227748691098,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
17,17,3,2016,80873.73,55188,GAS,16.944227748691098,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
18,17,3,2016,80840.051,55188,GAS,16.944227748691098,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
19,17,3,2016,80796.652,55397,GAS,16.062211498111623,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
20,17,3,2016,83471.794,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
21,17,3,2016,86145.638,55131,GAS,18.76433121019108,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
22,17,3,2016,83610.148,55736,GAS,18.188402421984165,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
23,17,3,2016,78677.03,55188,GAS,16.944227748691098,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
24,17,3,2016,73384.813,7872,GAS,24.484261666666665,0.5602939981863779,0.000788914324617737,1.4033756661587425e-05
1,18,3,2016,69418.758,55239,GAS,15.250054804530508,0.5832792041690795,5.482159603354528e-05,3.245803801560447e-06
2,18,3,2016,67332.916,2398,GAS,14.875778497956883,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
3,18,3,2016,66466.75,2398,GAS,14.875778497956883,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
4,18,3,2016,66628.021,2398,GAS,14.875778497956883,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
5,18,3,2016,68293.808,55350,GAS,15.057717823971695,0.3456697014943994,3.623127633950063e-05,1.923412843655486e-06
6,18,3,2016,73324.579,3804,GAS,15.63407272203276,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
7,18,3,2016,82502.593,50385,GAS,17.162877697841726,0.45745076131909373,8.483292041926837e-05,2.54390566100024e-06
8,18,3,2016,88249.709,50279,BIOMASS,18.625403659849297,0.516054744771005,0.0003656974385233194,2.8348638645218557e-06
9,18,3,2016,87819.156,55131,GAS,18.923566878980893,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
10,18,3,2016,86201.431,55736,GAS,18.519717435180873,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
11,18,3,2016,84619.958,55233,GAS,17.859083191850594,0.5900765006413676,0.0006451746914588476,3.7376542974090677e-06
12,18,3,2016,83515.901,55938,GAS,17.48891906005222,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
13,18,3,2016,82374.646,55701,GAS,17.304056795131846,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
14,18,3,2016,81781.937,55503,GAS,17.211051432291665,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
15,18,3,2016,80878.13,55503,GAS,17.211051432291665,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
16,18,3,2016,79651.045,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
17,18,3,2016,79103.572,50385,GAS,17.162877697841726,0.45745076131909373,8.483292041926837e-05,2.54390566100024e-06
18,18,3,2016,78867.889,2393,GAS,17.089901315789472,0.6955926151731548,0.00022707787711679245,4.658007735729076e-06
19,18,3,2016,78803.508,3159,COAL,16.442806758686345,0.9446109432776311,0.000883522736838472,0.001832558334326451
20,18,3,2016,81163.028,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
21,18,3,2016,83378.977,10099,GAS,18.151301115241637,0.44734405915343556,0.00013727241630160516,2.4960670041296666e-06
22,18,3,2016,81613.697,55701,GAS,17.304056795131846,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
23,18,3,2016,78119.098,2393,GAS,17.089901315789472,0.6955926151731548,0.00022707787711679245,4.658007735729076e-06
24,18,3,2016,73436.145,3948,COAL,24.558243961110566,0.8756968910381868,0.00040708128675755683,0.0004340320836665558
1,19,3,2016,69730.784,55439,GAS,15.436000422788288,0.38867633126393947,2.39725334977489e-05,2.1658310407547597e-06
2,19,3,2016,67419.291,54832,GAS,14.982340720221606,0.4158398966622033,9.794321343405521e-05,2.374345962170812e-06
3,19,3,2016,66307.9,2398,GAS,14.875778497956883,0.6451951614746082,9.51329287277088e-05,3.5922334047529087e-06
4,19,3,2016,66197.991,54832,GAS,14.982340720221606,0.4158398966622033,9.794321343405521e-05,2.374345962170812e-06
5,19,3,2016,66825.891,55350,GAS,15.057717823971695,0.3456697014943994,3.623127633950063e-05,1.923412843655486e-06
6,19,3,2016,68879.069,3804,GAS,15.63407272203276,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
7,19,3,2016,72404.503,3131,GAS,15.98117088607595,0.591751728156238,0.0004579773088368923,3.1612584986833444e-05
8,19,3,2016,76161.001,55188,GAS,17.08507853403141,0.41644891172742043,4.341326423318254e-05,2.3060652053688584e-06
9,19,3,2016,79557.682,55503,GAS,17.211051432291665,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
10,19,3,2016,82235.134,55736,GAS,18.519717435180873,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
11,19,3,2016,83423.255,55131,GAS,18.923566878980893,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
12,19,3,2016,83093.127,50279,BIOMASS,18.625403659849297,0.516054744771005,0.0003656974385233194,2.8348638645218557e-06
13,19,3,2016,82291.274,55736,GAS,18.519717435180873,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
14,19,3,2016,81252.972,55736,GAS,18.519717435180873,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
15,19,3,2016,80231.382,55233,GAS,17.859083191850594,0.5900765006413676,0.0006451746914588476,3.7376542974090677e-06
16,19,3,2016,79604.947,55701,GAS,17.304056795131846,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
17,19,3,2016,79933.802,55938,GAS,17.48891906005222,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
18,19,3,2016,80948.236,55233,GAS,17.859083191850594,0.5900765006413676,0.0006451746914588476,3.7376542974090677e-06
19,19,3,2016,81919.79,55503,GAS,17.211051432291665,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
20,19,3,2016,84709.028,50799,GAS,17.947081481481483,0.5388347157082061,0.00029090259938133395,3.00496219423675e-06
21,19,3,2016,86342.193,55131,GAS,18.923566878980893,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
22,19,3,2016,84717.559,3796,GAS,19.003186467348545,0.5478341347503777,0.000668078128595784,3.0485628088412635e-06
23,19,3,2016,81534.237,55736,GAS,18.519717435180873,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
24,19,3,2016,77530.385,2408,COAL,24.840660511363648,0.9048786158615504,0.0004510422796596465,6.330780527028869e-05
1,20,3,2016,74270.216,55397,GAS,16.34714645404952,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
2,20,3,2016,71969.016,1556,GAS,15.927957462412909,0.5889610937666651,0.00018372644089271028,5.563429528956807e-06
3,20,3,2016,70956.235,56807,GAS,15.903792486583185,0.3723846846340778,2.6171567783401845e-05,2.07217501703363e-06
4,20,3,2016,70486.744,3804,GAS,15.63407272203276,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
5,20,3,2016,70887.184,56807,GAS,15.903792486583185,0.3723846846340778,2.6171567783401845e-05,2.07217501703363e-06
6,20,3,2016,72152.263,1556,GAS,15.927957462412909,0.5889610937666651,0.00018372644089271028,5.563429528956807e-06
7,20,3,2016,74757.845,55397,GAS,16.34714645404952,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
8,20,3,2016,77736.162,2393,GAS,17.089901315789472,0.6955926151731548,0.00022707787711679245,4.658007735729076e-06
9,20,3,2016,80468.892,55701,GAS,17.304056795131846,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
10,20,3,2016,82621.488,54844,GAS,18.461917443408787,0.45358548279222416,0.00011562361579462716,2.9095107786080995e-06
11,20,3,2016,82946.863,55736,GAS,18.519717435180873,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
12,20,3,2016,82322.959,54640,GAS,18.45793918918919,0.6352059336998523,0.00011180071626230257,3.992882723653663e-06
13,20,3,2016,81764.944,599,GAS,18.373558201058202,0.6314480136983873,0.0006283960143435651,4.38288414537796e-06
14,20,3,2016,80765.834,55938,GAS,17.48891906005222,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
15,20,3,2016,80081.949,55701,GAS,17.304056795131846,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
16,20,3,2016,80024.618,55701,GAS,17.304056795131846,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
17,20,3,2016,81108.539,55938,GAS,17.48891906005222,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
18,20,3,2016,82885.903,599,GAS,18.373558201058202,0.6314480136983873,0.0006283960143435651,4.38288414537796e-06
19,20,3,2016,84501.56,54640,GAS,18.45793918918919,0.6352059336998523,0.00011180071626230257,3.992882723653663e-06
20,20,3,2016,88055.581,55392,GAS,19.368024132730014,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
21,20,3,2016,90311.41,1571,GAS,20.189924442765395,0.737325768232607,0.0007390138587819165,0.000298756439349211
22,20,3,2016,88091.337,1571,GAS,20.189924442765395,0.737325768232607,0.0007390138587819165,0.000298756439349211
23,20,3,2016,84022.784,55183,GAS,19.03824701195219,0.5810673314615505,0.0001085278469002118,3.2327798154500527e-06
24,20,3,2016,79809.105,2828,COAL,24.98636291117945,0.8506963285085356,0.0003810023954049212,0.0009330471445360562
1,21,3,2016,76638.448,2393,GAS,17.199835526315788,0.6955926151731548,0.00022707787711679245,4.658007735729076e-06
2,21,3,2016,75337.575,55503,GAS,16.511249999999997,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
3,21,3,2016,74819.189,55503,GAS,16.511249999999997,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
4,21,3,2016,75422.977,10751,GAS,16.5156050955414,0.4905144513524575,0.0001495922532853357,2.7308651563102163e-06
5,21,3,2016,77730.884,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
6,21,3,2016,83539.968,55736,GAS,17.755472752678156,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
7,21,3,2016,92919.954,54,GAS,20.07479139112661,0.6578011906144533,0.00020875331588125027,4.3790131867614234e-06
8,21,3,2016,98611.071,3130,COAL,23.008434444042024,0.9446109432776311,0.000883522736838472,0.001832558334326451
9,21,3,2016,97953.438,3130,COAL,23.008434444042024,0.9446109432776311,0.000883522736838472,0.001832558334326451
10,21,3,2016,95748.017,7836,GAS,22.744920993227993,0.5775297992071684,0.0001809078803674467,3.2117690249591833e-06
11,21,3,2016,93497.701,2840,COAL,21.880315598508542,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
12,21,3,2016,91633.246,1571,GAS,20.324046089913107,0.737325768232607,0.0007390138587819165,0.000298756439349211
13,21,3,2016,89945.417,1571,GAS,20.324046089913107,0.737325768232607,0.0007390138587819165,0.000298756439349211
14,21,3,2016,88754.9,54,GAS,20.07479139112661,0.6578011906144533,0.00020875331588125027,4.3790131867614234e-06
15,21,3,2016,87086.187,55392,GAS,19.491704374057313,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
16,21,3,2016,85721.152,594,COAL,19.39910764151904,0.852826788599051,0.0003648275171798328,0.0008237371398023901
17,21,3,2016,85329.141,594,COAL,19.39910764151904,0.852826788599051,0.0003648275171798328,0.0008237371398023901
18,21,3,2016,85768.734,594,COAL,19.39910764151904,0.852826788599051,0.0003648275171798328,0.0008237371398023901
19,21,3,2016,86709.73,3796,GAS,19.128048780487806,0.5478341347503777,0.000668078128595784,3.0485628088412635e-06
20,21,3,2016,90821.747,55654,GAS,19.924657534246577,0.5343266002338883,0.00039833380309234334,2.9787515213000953e-06
21,21,3,2016,94053.633,2840,COAL,21.880315598508542,0.9498585507993426,0.0011964601995765765,0.0010026955717612614
22,21,3,2016,91817.233,1571,GAS,20.324046089913107,0.737325768232607,0.0007390138587819165,0.000298756439349211
23,21,3,2016,86921.754,55347,GAS,19.42941860465116,0.5493006151423199,0.00015352444280185534,3.0604426755411425e-06
24,21,3,2016,81802.405,3140,COAL,25.03045891124023,0.8803133143567544,0.0017031805355596425,0.0015568331541498445
1,22,3,2016,78276.053,55503,GAS,16.465117838541666,0.3688218722521622,2.858895393556902e-05,2.0522860517213207e-06
2,22,3,2016,76504.354,2393,GAS,16.080338815789474,0.6955926151731548,0.00022707787711679245,4.658007735729076e-06
3,22,3,2016,76164.925,55397,GAS,15.646558959295007,0.3888563746698085,3.633818296893843e-05,2.163913864036899e-06
4,22,3,2016,76783.439,2393,GAS,16.080338815789474,0.6955926151731548,0.00022707787711679245,4.658007735729076e-06
5,22,3,2016,79051.314,55701,GAS,16.553241379310343,0.3616721682139293,3.6085471427839804e-05,2.012548072792665e-06
6,22,3,2016,84577.881,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
7,22,3,2016,93478.906,55392,GAS,18.996983408748115,0.5933672149212545,0.00017452706688081824,3.3369377106626495e-06
8,22,3,2016,98507.786,7836,GAS,21.503611738148983,0.5775297992071684,0.0001809078803674467,3.2117690249591833e-06
9,22,3,2016,96853.843,55738,GAS,21.570050000000002,0.5294605319503857,0.0003832452435007478,2.946621627533645e-06
10,22,3,2016,94016.878,55285,GAS,20.025543859649122,0.4998194531971836,0.00045817103800387034,3.046897517190267e-06
11,22,3,2016,91025.815,874,GAS,19.201063829787234,0.8395396749311473,0.0007085345575584938,0.0018606367150267409
12,22,3,2016,88625.875,1571,GAS,18.958240649792216,0.737325768232607,0.0007390138587819165,0.000298756439349211
13,22,3,2016,86372.252,55183,GAS,18.557099601593624,0.5810673314615505,0.0001085278469002118,3.2327798154500527e-06
14,22,3,2016,84674.136,55131,GAS,18.445859872611464,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
15,22,3,2016,83032.991,55736,GAS,17.7050923769601,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
16,22,3,2016,81616.795,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
17,22,3,2016,81194.539,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
18,22,3,2016,81352.855,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
19,22,3,2016,82060.241,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
20,22,3,2016,85433.449,55131,GAS,18.445859872611464,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
21,22,3,2016,88260.679,1571,GAS,18.958240649792216,0.737325768232607,0.0007390138587819165,0.000298756439349211
22,22,3,2016,85484.662,55183,GAS,18.557099601593624,0.5810673314615505,0.0001085278469002118,3.2327798154500527e-06
23,22,3,2016,79836.719,55938,GAS,16.737372323759793,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
24,22,3,2016,74432.886,55279,GAS,24.13286274509804,0.5396870398317457,0.0002677769305408177,3.003069548790011e-06
1,23,3,2016,70325.985,3804,GAS,14.749359047024353,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
2,23,3,2016,68023.543,2378,COAL,14.525601654125149,0.9507192649668659,0.002034429992194859,0.0012340255824211397
3,23,3,2016,67025.794,55239,GAS,14.392232371209353,0.5832792041690795,5.482159603354528e-05,3.245803801560447e-06
4,23,3,2016,66940.872,55239,GAS,14.392232371209353,0.5832792041690795,5.482159603354528e-05,3.245803801560447e-06
5,23,3,2016,68610.016,55350,GAS,14.543564794338788,0.3456697014943994,3.623127633950063e-05,1.923412843655486e-06
6,23,3,2016,73452.889,3804,GAS,14.749359047024353,0.39605148402282947,8.134661411060147e-05,8.616448742303567e-05
7,23,3,2016,82096.552,55938,GAS,16.75442193211488,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
8,23,3,2016,86787.057,55131,GAS,18.09872611464968,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
9,23,3,2016,86634.499,55183,GAS,18.20746581673307,0.5810673314615505,0.0001085278469002118,3.2327798154500527e-06
10,23,3,2016,85540.859,55131,GAS,18.09872611464968,0.39903532926587654,3.741945555118339e-05,2.2205505242668184e-06
11,23,3,2016,84630.82,3796,GAS,17.882547206923682,0.5478341347503777,0.000668078128595784,3.0485628088412635e-06
12,23,3,2016,83698.133,55736,GAS,17.857941313460643,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
13,23,3,2016,82462.008,55736,GAS,17.857941313460643,0.3753521558415532,3.432582323366101e-05,2.088704368196724e-06
14,23,3,2016,81891.487,54640,GAS,17.375481418918916,0.6352059336998523,0.00011180071626230257,3.992882723653663e-06
15,23,3,2016,81175.36,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
16,23,3,2016,80508.625,55233,GAS,17.071578947368423,0.5900765006413676,0.0006451746914588476,3.7376542974090677e-06
17,23,3,2016,80655.399,55233,GAS,17.071578947368423,0.5900765006413676,0.0006451746914588476,3.7376542974090677e-06
18,23,3,2016,80913.348,2403,COAL,17.207384515289533,0.6027487560741758,0.00048555728328167884,5.113826763639974e-05
19,23,3,2016,81270.191,55938,GAS,16.75442193211488,0.5464044725639596,0.00016379436725115804,3.040865472953045e-06
